'Time and date','I','aVF','ABP','PAP','CVP','PLETH','CO2','RESP'
'[23:17:48.938 12/03/1996]',-0.013,0.116,85.600,30.875,6.037,-0.398,27.233,-0.534
'[23:17:48.940 12/03/1996]',-0.009,0.112,85.600,30.875,6.037,-0.398,27.233,-0.534
'[23:17:48.942 12/03/1996]',-0.006,0.108,85.600,30.875,6.037,-0.398,27.233,-0.534
'[23:17:48.944 12/03/1996]',-0.003,0.104,86.550,30.650,6.275,-0.346,27.317,-0.534
'[23:17:48.946 12/03/1996]',0.001,0.101,86.550,30.650,6.275,-0.346,27.317,-0.534
'[23:17:48.948 12/03/1996]',0.004,0.099,86.550,30.650,6.275,-0.346,27.317,-0.534
'[23:17:48.950 12/03/1996]',0.008,0.096,86.550,30.650,6.275,-0.346,27.317,-0.534
'[23:17:48.952 12/03/1996]',0.009,0.092,87.250,30.300,6.450,-0.291,27.400,-0.534
'[23:17:48.954 12/03/1996]',0.011,0.089,87.250,30.300,6.450,-0.291,27.400,-0.534
'[23:17:48.956 12/03/1996]',0.011,0.085,87.250,30.300,6.450,-0.291,27.400,-0.534
'[23:17:48.958 12/03/1996]',0.011,0.080,87.250,30.300,6.450,-0.291,27.400,-0.534
'[23:17:48.960 12/03/1996]',0.011,0.075,88.100,29.950,6.625,-0.229,27.483,-0.534
'[23:17:48.962 12/03/1996]',0.011,0.070,88.100,29.950,6.625,-0.229,27.483,-0.534
'[23:17:48.964 12/03/1996]',0.011,0.067,88.100,29.950,6.625,-0.229,27.483,-0.534
'[23:17:48.966 12/03/1996]',0.010,0.064,88.100,29.950,6.625,-0.229,27.483,-0.534
'[23:17:48.968 12/03/1996]',0.009,0.060,89.150,29.525,6.862,-0.162,27.583,-0.534
'[23:17:48.970 12/03/1996]',0.009,0.057,89.150,29.525,6.862,-0.162,27.583,-0.534
'[23:17:48.972 12/03/1996]',0.009,0.053,89.150,29.525,6.862,-0.162,27.583,-0.534
'[23:17:48.974 12/03/1996]',0.010,0.049,89.150,29.525,6.862,-0.162,27.583,-0.534
'[23:17:48.976 12/03/1996]',0.011,0.044,90.000,29.000,7.037,-0.091,27.717,-0.534
'[23:17:48.978 12/03/1996]',0.011,0.039,90.000,29.000,7.037,-0.091,27.717,-0.534
'[23:17:48.980 12/03/1996]',0.011,0.035,90.000,29.000,7.037,-0.091,27.717,-0.534
'[23:17:48.982 12/03/1996]',0.011,0.030,90.000,29.000,7.037,-0.091,27.717,-0.534
'[23:17:48.984 12/03/1996]',0.011,0.028,90.500,28.350,7.213,-0.022,27.850,-0.534
'[23:17:48.986 12/03/1996]',0.011,0.025,90.500,28.350,7.213,-0.022,27.850,-0.534
'[23:17:48.988 12/03/1996]',0.011,0.022,90.500,28.350,7.213,-0.022,27.850,-0.534
'[23:17:48.990 12/03/1996]',0.011,0.020,90.500,28.350,7.213,-0.022,27.850,-0.534
'[23:17:48.992 12/03/1996]',0.011,0.017,90.850,27.525,7.388,0.047,27.983,-0.534
'[23:17:48.994 12/03/1996]',0.011,0.014,90.850,27.525,7.388,0.047,27.983,-0.534
'[23:17:48.996 12/03/1996]',0.011,0.012,90.850,27.525,7.388,0.047,27.983,-0.534
'[23:17:48.998 12/03/1996]',0.010,0.010,90.850,27.525,7.388,0.047,27.983,-0.534
'[23:17:49.000 12/03/1996]',0.009,0.008,91.100,26.550,7.625,0.115,28.317,-0.534
'[23:17:49.002 12/03/1996]',0.007,0.006,91.100,26.550,7.625,0.115,28.317,-0.534
'[23:17:49.004 12/03/1996]',0.005,0.004,91.100,26.550,7.625,0.115,28.317,-0.534
'[23:17:49.006 12/03/1996]',0.003,0.002,91.100,26.550,7.625,0.115,28.317,-0.534
'[23:17:49.008 12/03/1996]',0.003,0.001,91.150,25.375,7.800,0.178,28.667,-0.535
'[23:17:49.010 12/03/1996]',0.002,0.000,91.150,25.375,7.800,0.178,28.667,-0.535
'[23:17:49.012 12/03/1996]',0.001,-0.001,91.150,25.375,7.800,0.178,28.667,-0.535
'[23:17:49.014 12/03/1996]',0.000,-0.002,91.150,25.375,7.800,0.178,28.667,-0.535
'[23:17:49.016 12/03/1996]',-0.001,-0.003,90.850,24.250,7.975,0.237,29.017,-0.535
'[23:17:49.018 12/03/1996]',-0.002,-0.003,90.850,24.250,7.975,0.237,29.017,-0.535
'[23:17:49.020 12/03/1996]',-0.003,-0.004,90.850,24.250,7.975,0.237,29.017,-0.535
'[23:17:49.022 12/03/1996]',-0.003,-0.005,90.850,24.250,7.975,0.237,29.017,-0.535
'[23:17:49.024 12/03/1996]',-0.004,-0.006,90.200,23.500,8.150,0.291,29.367,-0.536
'[23:17:49.026 12/03/1996]',-0.005,-0.007,90.200,23.500,8.150,0.291,29.367,-0.536
'[23:17:49.028 12/03/1996]',-0.006,-0.007,90.200,23.500,8.150,0.291,29.367,-0.536
'[23:17:49.030 12/03/1996]',-0.008,-0.008,90.200,23.500,8.150,0.291,29.367,-0.536
'[23:17:49.032 12/03/1996]',-0.009,-0.008,89.450,23.200,8.200,0.340,29.450,-0.536
'[23:17:49.034 12/03/1996]',-0.011,-0.008,89.450,23.200,8.200,0.340,29.450,-0.536
'[23:17:49.036 12/03/1996]',-0.011,-0.007,89.450,23.200,8.200,0.340,29.450,-0.536
'[23:17:49.038 12/03/1996]',-0.011,-0.007,89.450,23.200,8.200,0.340,29.450,-0.536
'[23:17:49.040 12/03/1996]',-0.011,-0.007,88.700,23.025,8.262,0.381,29.567,-0.536
'[23:17:49.042 12/03/1996]',-0.011,-0.007,88.700,23.025,8.262,0.381,29.567,-0.536
'[23:17:49.044 12/03/1996]',-0.011,-0.007,88.700,23.025,8.262,0.381,29.567,-0.536
'[23:17:49.046 12/03/1996]',-0.011,-0.008,88.700,23.025,8.262,0.381,29.567,-0.536
'[23:17:49.048 12/03/1996]',-0.011,-0.008,88.000,22.675,8.262,0.417,29.683,-0.535
'[23:17:49.050 12/03/1996]',-0.011,-0.008,88.000,22.675,8.262,0.417,29.683,-0.535
'[23:17:49.052 12/03/1996]',-0.011,-0.007,88.000,22.675,8.262,0.417,29.683,-0.535
'[23:17:49.054 12/03/1996]',-0.011,-0.007,88.000,22.675,8.262,0.417,29.683,-0.535
'[23:17:49.056 12/03/1996]',-0.011,-0.007,87.350,22.250,8.200,0.447,29.800,-0.535
'[23:17:49.058 12/03/1996]',-0.011,-0.007,87.350,22.250,8.200,0.447,29.800,-0.535
'[23:17:49.060 12/03/1996]',-0.011,-0.007,87.350,22.250,8.200,0.447,29.800,-0.535
'[23:17:49.062 12/03/1996]',-0.010,-0.008,87.350,22.250,8.200,0.447,29.800,-0.535
'[23:17:49.064 12/03/1996]',-0.009,-0.008,86.600,21.725,8.150,0.469,29.850,-0.534
'[23:17:49.066 12/03/1996]',-0.009,-0.008,86.600,21.725,8.150,0.469,29.850,-0.534
'[23:17:49.068 12/03/1996]',-0.009,-0.007,86.600,21.725,8.150,0.469,29.850,-0.534
'[23:17:49.070 12/03/1996]',-0.010,-0.007,86.600,21.725,8.150,0.469,29.850,-0.534
'[23:17:49.072 12/03/1996]',-0.011,-0.007,85.750,21.200,8.025,0.483,29.950,-0.534
'[23:17:49.074 12/03/1996]',-0.011,-0.007,85.750,21.200,8.025,0.483,29.950,-0.534
'[23:17:49.076 12/03/1996]',-0.011,-0.007,85.750,21.200,8.025,0.483,29.950,-0.534
'[23:17:49.078 12/03/1996]',-0.010,-0.008,85.750,21.200,8.025,0.483,29.950,-0.534
'[23:17:49.080 12/03/1996]',-0.009,-0.007,84.900,20.500,7.975,0.491,30.050,-0.534
'[23:17:49.082 12/03/1996]',-0.008,-0.007,84.900,20.500,7.975,0.491,30.050,-0.534
'[23:17:49.084 12/03/1996]',-0.006,-0.005,84.900,20.500,7.975,0.491,30.050,-0.534
'[23:17:49.086 12/03/1996]',-0.005,-0.003,84.900,20.500,7.975,0.491,30.050,-0.534
'[23:17:49.088 12/03/1996]',-0.003,-0.001,84.100,19.800,7.850,0.490,30.150,-0.535
'[23:17:49.090 12/03/1996]',0.000,0.001,84.100,19.800,7.850,0.490,30.150,-0.535
'[23:17:49.092 12/03/1996]',0.002,0.004,84.100,19.800,7.850,0.490,30.150,-0.535
'[23:17:49.094 12/03/1996]',0.003,0.008,84.100,19.800,7.850,0.490,30.150,-0.535
'[23:17:49.096 12/03/1996]',0.004,0.012,83.500,19.225,7.675,0.482,30.150,-0.535
'[23:17:49.098 12/03/1996]',0.005,0.016,83.500,19.225,7.675,0.482,30.150,-0.535
'[23:17:49.100 12/03/1996]',0.006,0.020,83.500,19.225,7.675,0.482,30.150,-0.535
'[23:17:49.102 12/03/1996]',0.008,0.024,83.500,19.225,7.675,0.482,30.150,-0.535
'[23:17:49.104 12/03/1996]',0.009,0.026,82.900,18.800,7.562,0.468,30.183,-0.536
'[23:17:49.106 12/03/1996]',0.011,0.029,82.900,18.800,7.562,0.468,30.183,-0.536
'[23:17:49.108 12/03/1996]',0.013,0.029,82.900,18.800,7.562,0.468,30.183,-0.536
'[23:17:49.110 12/03/1996]',0.014,0.029,82.900,18.800,7.562,0.468,30.183,-0.536
'[23:17:49.112 12/03/1996]',0.015,0.028,82.350,18.625,7.388,0.448,30.217,-0.537
'[23:17:49.114 12/03/1996]',0.015,0.026,82.350,18.625,7.388,0.448,30.217,-0.537
'[23:17:49.116 12/03/1996]',0.015,0.025,82.350,18.625,7.388,0.448,30.217,-0.537
'[23:17:49.118 12/03/1996]',0.015,0.025,82.350,18.625,7.388,0.448,30.217,-0.537
'[23:17:49.120 12/03/1996]',0.017,0.026,81.800,18.575,7.213,0.423,30.250,-0.537
'[23:17:49.122 12/03/1996]',0.018,0.027,81.800,18.575,7.213,0.423,30.250,-0.537
'[23:17:49.124 12/03/1996]',0.021,0.029,81.800,18.575,7.213,0.423,30.250,-0.537
'[23:17:49.126 12/03/1996]',0.024,0.031,81.800,18.575,7.213,0.423,30.250,-0.537
'[23:17:49.128 12/03/1996]',0.027,0.033,81.200,18.625,7.037,0.395,30.250,-0.538
'[23:17:49.130 12/03/1996]',0.030,0.034,81.200,18.625,7.037,0.395,30.250,-0.538
'[23:17:49.132 12/03/1996]',0.035,0.035,81.200,18.625,7.037,0.395,30.250,-0.538
'[23:17:49.134 12/03/1996]',0.039,0.035,81.200,18.625,7.037,0.395,30.250,-0.538
'[23:17:49.136 12/03/1996]',0.043,0.033,80.650,18.625,6.862,0.366,30.250,-0.538
'[23:17:49.138 12/03/1996]',0.047,0.031,80.650,18.625,6.862,0.366,30.250,-0.538
'[23:17:49.140 12/03/1996]',0.050,0.028,80.650,18.625,6.862,0.366,30.250,-0.538
'[23:17:49.142 12/03/1996]',0.052,0.025,80.650,18.625,6.862,0.366,30.250,-0.538
'[23:17:49.144 12/03/1996]',0.051,0.023,80.150,18.575,6.625,0.333,30.250,-0.537
'[23:17:49.146 12/03/1996]',0.051,0.021,80.150,18.575,6.625,0.333,30.250,-0.537
'[23:17:49.148 12/03/1996]',0.048,0.019,80.150,18.575,6.625,0.333,30.250,-0.537
'[23:17:49.150 12/03/1996]',0.045,0.017,80.150,18.575,6.625,0.333,30.250,-0.537
'[23:17:49.152 12/03/1996]',0.040,0.015,79.750,18.500,6.450,0.296,30.250,-0.537
'[23:17:49.154 12/03/1996]',0.035,0.012,79.750,18.500,6.450,0.296,30.250,-0.537
'[23:17:49.156 12/03/1996]',0.029,0.009,79.750,18.500,6.450,0.296,30.250,-0.537
'[23:17:49.158 12/03/1996]',0.023,0.005,79.750,18.500,6.450,0.296,30.250,-0.537
'[23:17:49.160 12/03/1996]',0.018,0.001,79.300,18.400,6.213,0.264,30.150,-0.537
'[23:17:49.162 12/03/1996]',0.013,-0.004,79.300,18.400,6.213,0.264,30.150,-0.537
'[23:17:49.164 12/03/1996]',0.009,-0.011,79.300,18.400,6.213,0.264,30.150,-0.537
'[23:17:49.166 12/03/1996]',0.005,-0.017,79.300,18.400,6.213,0.264,30.150,-0.537
'[23:17:49.168 12/03/1996]',0.002,-0.023,78.950,18.325,5.975,0.229,30.083,-0.537
'[23:17:49.170 12/03/1996]',-0.001,-0.029,78.950,18.325,5.975,0.229,30.083,-0.537
'[23:17:49.172 12/03/1996]',-0.003,-0.033,78.950,18.325,5.975,0.229,30.083,-0.537
'[23:17:49.174 12/03/1996]',-0.005,-0.037,78.950,18.325,5.975,0.229,30.083,-0.537
'[23:17:49.176 12/03/1996]',-0.006,-0.039,78.750,18.450,5.750,0.194,30.017,-0.538
'[23:17:49.178 12/03/1996]',-0.007,-0.041,78.750,18.450,5.750,0.194,30.017,-0.538
'[23:17:49.180 12/03/1996]',-0.007,-0.042,78.750,18.450,5.750,0.194,30.017,-0.538
'[23:17:49.182 12/03/1996]',-0.008,-0.042,78.750,18.450,5.750,0.194,30.017,-0.538
'[23:17:49.184 12/03/1996]',-0.009,-0.043,78.500,18.575,5.575,0.160,29.950,-0.539
'[23:17:49.186 12/03/1996]',-0.009,-0.043,78.500,18.575,5.575,0.160,29.950,-0.539
'[23:17:49.188 12/03/1996]',-0.009,-0.043,78.500,18.575,5.575,0.160,29.950,-0.539
'[23:17:49.190 12/03/1996]',-0.009,-0.044,78.500,18.575,5.575,0.160,29.950,-0.539
'[23:17:49.192 12/03/1996]',-0.009,-0.045,78.250,18.625,5.338,0.126,29.850,-0.540
'[23:17:49.194 12/03/1996]',-0.009,-0.046,78.250,18.625,5.338,0.126,29.850,-0.540
'[23:17:49.196 12/03/1996]',-0.009,-0.047,78.250,18.625,5.338,0.126,29.850,-0.540
'[23:17:49.198 12/03/1996]',-0.010,-0.048,78.250,18.625,5.338,0.126,29.850,-0.540
'[23:17:49.200 12/03/1996]',-0.011,-0.050,78.150,18.450,5.213,0.091,29.783,-0.540
'[23:17:49.202 12/03/1996]',-0.011,-0.051,78.150,18.450,5.213,0.091,29.783,-0.540
'[23:17:49.204 12/03/1996]',-0.011,-0.051,78.150,18.450,5.213,0.091,29.783,-0.540
'[23:17:49.206 12/03/1996]',-0.012,-0.052,78.150,18.450,5.213,0.091,29.783,-0.540
'[23:17:49.208 12/03/1996]',-0.013,-0.051,77.950,18.225,5.100,0.059,29.717,-0.540
'[23:17:49.210 12/03/1996]',-0.014,-0.051,77.950,18.225,5.100,0.059,29.717,-0.540
'[23:17:49.212 12/03/1996]',-0.013,-0.050,77.950,18.225,5.100,0.059,29.717,-0.540
'[23:17:49.214 12/03/1996]',-0.012,-0.048,77.950,18.225,5.100,0.059,29.717,-0.540
'[23:17:49.216 12/03/1996]',-0.011,-0.048,77.750,17.875,5.037,0.026,29.650,-0.539
'[23:17:49.218 12/03/1996]',-0.011,-0.048,77.750,17.875,5.037,0.026,29.650,-0.539
'[23:17:49.220 12/03/1996]',-0.011,-0.048,77.750,17.875,5.037,0.026,29.650,-0.539
'[23:17:49.222 12/03/1996]',-0.011,-0.047,77.750,17.875,5.037,0.026,29.650,-0.539
'[23:17:49.224 12/03/1996]',-0.011,-0.045,77.550,17.575,4.987,-0.007,29.433,-0.539
'[23:17:49.226 12/03/1996]',-0.011,-0.044,77.550,17.575,4.987,-0.007,29.433,-0.539
'[23:17:49.228 12/03/1996]',-0.011,-0.044,77.550,17.575,4.987,-0.007,29.433,-0.539
'[23:17:49.230 12/03/1996]',-0.011,-0.044,77.550,17.575,4.987,-0.007,29.433,-0.539
'[23:17:49.232 12/03/1996]',-0.011,-0.044,77.400,17.225,5.037,-0.037,29.250,-0.538
'[23:17:49.234 12/03/1996]',-0.011,-0.044,77.400,17.225,5.037,-0.037,29.250,-0.538
'[23:17:49.236 12/03/1996]',-0.011,-0.044,77.400,17.225,5.037,-0.037,29.250,-0.538
'[23:17:49.238 12/03/1996]',-0.012,-0.044,77.400,17.225,5.037,-0.037,29.250,-0.538
'[23:17:49.240 12/03/1996]',-0.013,-0.044,77.250,16.825,5.213,-0.069,29.067,-0.538
'[23:17:49.242 12/03/1996]',-0.015,-0.044,77.250,16.825,5.213,-0.069,29.067,-0.538
'[23:17:49.244 12/03/1996]',-0.015,-0.044,77.250,16.825,5.213,-0.069,29.067,-0.538
'[23:17:49.246 12/03/1996]',-0.015,-0.044,77.250,16.825,5.213,-0.069,29.067,-0.538
'[23:17:49.248 12/03/1996]',-0.015,-0.043,77.150,16.225,5.450,-0.099,28.883,-0.538
'[23:17:49.250 12/03/1996]',-0.015,-0.043,77.150,16.225,5.450,-0.099,28.883,-0.538
'[23:17:49.252 12/03/1996]',-0.015,-0.042,77.150,16.225,5.450,-0.099,28.883,-0.538
'[23:17:49.254 12/03/1996]',-0.015,-0.041,77.150,16.225,5.450,-0.099,28.883,-0.538
'[23:17:49.256 12/03/1996]',-0.015,-0.040,77.050,15.525,5.750,-0.127,28.733,-0.538
'[23:17:49.258 12/03/1996]',-0.014,-0.039,77.050,15.525,5.750,-0.127,28.733,-0.538
'[23:17:49.260 12/03/1996]',-0.013,-0.038,77.050,15.525,5.750,-0.127,28.733,-0.538
'[23:17:49.262 12/03/1996]',-0.012,-0.037,77.050,15.525,5.750,-0.127,28.733,-0.538
'[23:17:49.264 12/03/1996]',-0.011,-0.037,76.900,14.700,6.037,-0.152,28.633,-0.538
'[23:17:49.266 12/03/1996]',-0.010,-0.037,76.900,14.700,6.037,-0.152,28.633,-0.538
'[23:17:49.268 12/03/1996]',-0.009,-0.037,76.900,14.700,6.037,-0.152,28.633,-0.538
'[23:17:49.270 12/03/1996]',-0.008,-0.037,76.900,14.700,6.037,-0.152,28.633,-0.538
'[23:17:49.272 12/03/1996]',-0.008,-0.037,76.850,13.825,6.325,-0.179,28.533,-0.538
'[23:17:49.274 12/03/1996]',-0.008,-0.037,76.850,13.825,6.325,-0.179,28.533,-0.538
'[23:17:49.276 12/03/1996]',-0.009,-0.037,76.850,13.825,6.325,-0.179,28.533,-0.538
'[23:17:49.278 12/03/1996]',-0.009,-0.037,76.850,13.825,6.325,-0.179,28.533,-0.538
'[23:17:49.280 12/03/1996]',-0.006,-0.036,76.850,12.875,6.562,-0.203,28.433,-0.539
'[23:17:49.282 12/03/1996]',-0.004,-0.035,76.850,12.875,6.562,-0.203,28.433,-0.539
'[23:17:49.284 12/03/1996]',0.005,-0.030,76.850,12.875,6.562,-0.203,28.433,-0.539
'[23:17:49.286 12/03/1996]',0.014,-0.026,76.850,12.875,6.562,-0.203,28.433,-0.539
'[23:17:49.288 12/03/1996]',0.034,-0.015,76.850,12.000,6.737,-0.226,28.350,-0.539
'[23:17:49.290 12/03/1996]',0.054,-0.003,76.850,12.000,6.737,-0.226,28.350,-0.539
'[23:17:49.292 12/03/1996]',0.090,0.017,76.850,12.000,6.737,-0.226,28.350,-0.539
'[23:17:49.294 12/03/1996]',0.126,0.037,76.850,12.000,6.737,-0.226,28.350,-0.539
'[23:17:49.296 12/03/1996]',0.177,0.060,76.850,11.375,6.862,-0.247,28.283,-0.539
'[23:17:49.298 12/03/1996]',0.228,0.084,76.850,11.375,6.862,-0.247,28.283,-0.539
'[23:17:49.300 12/03/1996]',0.288,0.108,76.850,11.375,6.862,-0.247,28.283,-0.539
'[23:17:49.302 12/03/1996]',0.348,0.133,76.850,11.375,6.862,-0.247,28.283,-0.539
'[23:17:49.304 12/03/1996]',0.408,0.154,76.850,10.900,6.975,-0.267,28.217,-0.539
'[23:17:49.306 12/03/1996]',0.469,0.176,76.850,10.900,6.975,-0.267,28.217,-0.539
'[23:17:49.308 12/03/1996]',0.520,0.191,76.850,10.900,6.975,-0.267,28.217,-0.539
'[23:17:49.310 12/03/1996]',0.572,0.205,76.850,10.900,6.975,-0.267,28.217,-0.539
'[23:17:49.312 12/03/1996]',0.608,0.211,76.850,10.650,6.975,-0.284,28.150,-0.539
'[23:17:49.314 12/03/1996]',0.644,0.217,76.850,10.650,6.975,-0.284,28.150,-0.539
'[23:17:49.316 12/03/1996]',0.661,0.217,76.850,10.650,6.975,-0.284,28.150,-0.539
'[23:17:49.318 12/03/1996]',0.679,0.218,76.850,10.650,6.975,-0.284,28.150,-0.539
'[23:17:49.320 12/03/1996]',0.674,0.220,76.850,10.725,6.912,-0.301,28.050,-0.538
'[23:17:49.322 12/03/1996]',0.669,0.221,76.850,10.725,6.912,-0.301,28.050,-0.538
'[23:17:49.324 12/03/1996]',0.641,0.228,76.850,10.725,6.912,-0.301,28.050,-0.538
'[23:17:49.326 12/03/1996]',0.614,0.234,76.850,10.725,6.912,-0.301,28.050,-0.538
'[23:17:49.328 12/03/1996]',0.569,0.245,76.850,11.075,6.800,-0.315,28.000,-0.538
'[23:17:49.330 12/03/1996]',0.524,0.256,76.850,11.075,6.800,-0.315,28.000,-0.538
'[23:17:49.332 12/03/1996]',0.472,0.266,76.850,11.075,6.800,-0.315,28.000,-0.538
'[23:17:49.334 12/03/1996]',0.420,0.276,76.850,11.075,6.800,-0.315,28.000,-0.538
'[23:17:49.336 12/03/1996]',0.370,0.281,76.800,11.825,6.625,-0.331,27.950,-0.537
'[23:17:49.338 12/03/1996]',0.320,0.287,76.800,11.825,6.625,-0.331,27.950,-0.537
'[23:17:49.340 12/03/1996]',0.279,0.288,76.800,11.825,6.625,-0.331,27.950,-0.537
'[23:17:49.342 12/03/1996]',0.238,0.290,76.800,11.825,6.625,-0.331,27.950,-0.537
'[23:17:49.344 12/03/1996]',0.209,0.289,76.700,12.700,6.450,-0.342,27.900,-0.536
'[23:17:49.346 12/03/1996]',0.180,0.289,76.700,12.700,6.450,-0.342,27.900,-0.536
'[23:17:49.348 12/03/1996]',0.160,0.287,76.700,12.700,6.450,-0.342,27.900,-0.536
'[23:17:49.350 12/03/1996]',0.139,0.286,76.700,12.700,6.450,-0.342,27.900,-0.536
'[23:17:49.352 12/03/1996]',0.124,0.281,76.550,13.775,6.275,-0.352,27.900,-0.535
'[23:17:49.354 12/03/1996]',0.109,0.277,76.550,13.775,6.275,-0.352,27.900,-0.535
'[23:17:49.356 12/03/1996]',0.098,0.266,76.550,13.775,6.275,-0.352,27.900,-0.535
'[23:17:49.358 12/03/1996]',0.086,0.254,76.550,13.775,6.275,-0.352,27.900,-0.535
'[23:17:49.360 12/03/1996]',0.075,0.233,76.450,14.950,6.037,-0.364,27.917,-0.534
'[23:17:49.362 12/03/1996]',0.064,0.212,76.450,14.950,6.037,-0.364,27.917,-0.534
'[23:17:49.364 12/03/1996]',0.053,0.182,76.450,14.950,6.037,-0.364,27.917,-0.534
'[23:17:49.366 12/03/1996]',0.042,0.153,76.450,14.950,6.037,-0.364,27.917,-0.534
'[23:17:49.368 12/03/1996]',0.032,0.117,76.400,16.100,5.800,-0.376,27.933,-0.534
'[23:17:49.370 12/03/1996]',0.022,0.082,76.400,16.100,5.800,-0.376,27.933,-0.534
'[23:17:49.372 12/03/1996]',0.011,0.043,76.400,16.100,5.800,-0.376,27.933,-0.534
'[23:17:49.374 12/03/1996]',0.001,0.005,76.400,16.100,5.800,-0.376,27.933,-0.534
'[23:17:49.376 12/03/1996]',-0.009,-0.032,76.450,17.050,5.625,-0.386,27.950,-0.533
'[23:17:49.378 12/03/1996]',-0.019,-0.069,76.450,17.050,5.625,-0.386,27.950,-0.533
'[23:17:49.380 12/03/1996]',-0.029,-0.099,76.450,17.050,5.625,-0.386,27.950,-0.533
'[23:17:49.382 12/03/1996]',-0.038,-0.129,76.450,17.050,5.625,-0.386,27.950,-0.533
'[23:17:49.384 12/03/1996]',-0.046,-0.148,76.400,17.625,5.388,-0.395,27.917,-0.533
'[23:17:49.386 12/03/1996]',-0.055,-0.168,76.400,17.625,5.388,-0.395,27.917,-0.533
'[23:17:49.388 12/03/1996]',-0.061,-0.176,76.400,17.625,5.388,-0.395,27.917,-0.533
'[23:17:49.390 12/03/1996]',-0.068,-0.184,76.400,17.625,5.388,-0.395,27.917,-0.533
'[23:17:49.392 12/03/1996]',-0.072,-0.180,76.200,17.575,5.162,-0.406,27.883,-0.534
'[23:17:49.394 12/03/1996]',-0.076,-0.177,76.200,17.575,5.162,-0.406,27.883,-0.534
'[23:17:49.396 12/03/1996]',-0.079,-0.167,76.200,17.575,5.162,-0.406,27.883,-0.534
'[23:17:49.398 12/03/1996]',-0.081,-0.157,76.200,17.575,5.162,-0.406,27.883,-0.534
'[23:17:49.400 12/03/1996]',-0.083,-0.144,76.050,16.925,5.037,-0.416,27.850,-0.535
'[23:17:49.402 12/03/1996]',-0.085,-0.132,76.050,16.925,5.037,-0.416,27.850,-0.535
'[23:17:49.404 12/03/1996]',-0.087,-0.118,76.050,16.925,5.037,-0.416,27.850,-0.535
'[23:17:49.406 12/03/1996]',-0.089,-0.105,76.050,16.925,5.037,-0.416,27.850,-0.535
'[23:17:49.408 12/03/1996]',-0.090,-0.091,75.900,15.925,4.925,-0.424,27.817,-0.536
'[23:17:49.410 12/03/1996]',-0.092,-0.078,75.900,15.925,4.925,-0.424,27.817,-0.536
'[23:17:49.412 12/03/1996]',-0.092,-0.066,75.900,15.925,4.925,-0.424,27.817,-0.536
'[23:17:49.414 12/03/1996]',-0.092,-0.054,75.900,15.925,4.925,-0.424,27.817,-0.536
'[23:17:49.416 12/03/1996]',-0.092,-0.043,75.900,14.950,4.925,-0.434,27.767,-0.538
'[23:17:49.418 12/03/1996]',-0.092,-0.033,75.900,14.950,4.925,-0.434,27.767,-0.538
'[23:17:49.420 12/03/1996]',-0.092,-0.025,75.900,14.950,4.925,-0.434,27.767,-0.538
'[23:17:49.422 12/03/1996]',-0.092,-0.016,75.900,14.950,4.925,-0.434,27.767,-0.538
'[23:17:49.424 12/03/1996]',-0.092,-0.011,75.900,14.350,4.862,-0.443,27.750,-0.540
'[23:17:49.426 12/03/1996]',-0.092,-0.005,75.900,14.350,4.862,-0.443,27.750,-0.540
'[23:17:49.428 12/03/1996]',-0.092,-0.002,75.900,14.350,4.862,-0.443,27.750,-0.540
'[23:17:49.430 12/03/1996]',-0.093,0.001,75.900,14.350,4.862,-0.443,27.750,-0.540
'[23:17:49.432 12/03/1996]',-0.094,0.003,75.850,14.575,4.862,-0.452,27.733,-0.542
'[23:17:49.434 12/03/1996]',-0.095,0.005,75.850,14.575,4.862,-0.452,27.733,-0.542
'[23:17:49.436 12/03/1996]',-0.096,0.006,75.850,14.575,4.862,-0.452,27.733,-0.542
'[23:17:49.438 12/03/1996]',-0.097,0.008,75.850,14.575,4.862,-0.452,27.733,-0.542
'[23:17:49.440 12/03/1996]',-0.099,0.009,75.800,15.750,4.812,-0.461,27.717,-0.545
'[23:17:49.442 12/03/1996]',-0.100,0.010,75.800,15.750,4.812,-0.461,27.717,-0.545
'[23:17:49.444 12/03/1996]',-0.101,0.011,75.800,15.750,4.812,-0.461,27.717,-0.545
'[23:17:49.446 12/03/1996]',-0.102,0.012,75.800,15.750,4.812,-0.461,27.717,-0.545
'[23:17:49.448 12/03/1996]',-0.103,0.013,75.700,17.700,4.812,-0.469,27.600,-0.547
'[23:17:49.450 12/03/1996]',-0.104,0.014,75.700,17.700,4.812,-0.469,27.600,-0.547
'[23:17:49.452 12/03/1996]',-0.105,0.015,75.700,17.700,4.812,-0.469,27.600,-0.547
'[23:17:49.454 12/03/1996]',-0.106,0.016,75.700,17.700,4.812,-0.469,27.600,-0.547
'[23:17:49.456 12/03/1996]',-0.106,0.017,75.650,19.750,4.750,-0.478,27.517,-0.550
'[23:17:49.458 12/03/1996]',-0.106,0.017,75.650,19.750,4.750,-0.478,27.517,-0.550
'[23:17:49.460 12/03/1996]',-0.106,0.018,75.650,19.750,4.750,-0.478,27.517,-0.550
'[23:17:49.462 12/03/1996]',-0.106,0.020,75.650,19.750,4.750,-0.478,27.517,-0.550
'[23:17:49.464 12/03/1996]',-0.106,0.021,75.650,21.325,4.750,-0.484,27.433,-0.552
'[23:17:49.466 12/03/1996]',-0.107,0.022,75.650,21.325,4.750,-0.484,27.433,-0.552
