'Time and date','II ','MCL1 ','V ','ABP ','RESP '
'[14:18:06.188 18/05/1995]',0.144,0.044,0.001,102.120,-0.243
'[14:18:06.190 18/05/1995]',0.124,0.044,0.001,102.120,-0.243
'[14:18:06.192 18/05/1995]',0.103,0.044,0.001,102.621,-0.246
'[14:18:06.194 18/05/1995]',0.103,0.035,0.001,102.621,-0.246
'[14:18:06.196 18/05/1995]',0.103,0.027,0.001,102.621,-0.246
'[14:18:06.198 18/05/1995]',0.083,0.027,0.001,102.621,-0.246
'[14:18:06.200 18/05/1995]',0.083,0.027,0.001,102.220,-0.250
'[14:18:06.202 18/05/1995]',0.103,0.027,0.001,102.220,-0.250
'[14:18:06.204 18/05/1995]',0.103,0.027,0.001,102.220,-0.250
'[14:18:06.206 18/05/1995]',0.083,0.018,0.001,102.220,-0.250
'[14:18:06.208 18/05/1995]',0.083,0.018,0.001,101.068,-0.253
'[14:18:06.210 18/05/1995]',0.062,0.009,0.001,101.068,-0.253
'[14:18:06.212 18/05/1995]',0.042,0.009,0.001,101.068,-0.253
'[14:18:06.214 18/05/1995]',0.042,0.009,0.001,101.068,-0.253
'[14:18:06.216 18/05/1995]',0.042,0.009,0.001,99.165,-0.256
'[14:18:06.218 18/05/1995]',0.042,0.001,0.001,99.165,-0.256
'[14:18:06.220 18/05/1995]',0.042,0.001,0.001,99.165,-0.256
'[14:18:06.222 18/05/1995]',0.042,0.009,0.001,99.165,-0.256
'[14:18:06.224 18/05/1995]',0.042,0.009,0.001,96.611,-0.259
'[14:18:06.226 18/05/1995]',0.042,0.001,0.001,96.611,-0.259
'[14:18:06.228 18/05/1995]',0.042,0.001,0.001,96.611,-0.259
'[14:18:06.230 18/05/1995]',0.021,0.001,0.001,96.611,-0.259
'[14:18:06.232 18/05/1995]',0.021,0.001,0.001,93.606,-0.263
'[14:18:06.234 18/05/1995]',0.021,0.001,0.001,93.606,-0.263
'[14:18:06.236 18/05/1995]',0.021,0.001,0.001,93.606,-0.263
'[14:18:06.238 18/05/1995]',0.021,0.001,0.001,93.606,-0.263
'[14:18:06.240 18/05/1995]',0.021,0.009,0.001,90.350,-0.268
'[14:18:06.242 18/05/1995]',0.021,0.009,0.001,90.350,-0.268
'[14:18:06.244 18/05/1995]',0.002,0.009,0.001,90.350,-0.268
'[14:18:06.246 18/05/1995]',0.002,0.001,0.001,90.350,-0.268
'[14:18:06.248 18/05/1995]',0.002,0.001,0.001,86.945,-0.275
'[14:18:06.250 18/05/1995]',0.002,0.001,0.001,86.945,-0.275
'[14:18:06.252 18/05/1995]',0.002,0.001,0.001,86.945,-0.275
'[14:18:06.254 18/05/1995]',0.002,0.001,0.001,86.945,-0.275
'[14:18:06.256 18/05/1995]',0.002,0.001,0.001,83.689,-0.282
'[14:18:06.258 18/05/1995]',0.021,0.001,0.001,83.689,-0.282
'[14:18:06.260 18/05/1995]',0.021,0.001,0.001,83.689,-0.282
'[14:18:06.262 18/05/1995]',0.002,0.001,0.001,83.689,-0.282
'[14:18:06.264 18/05/1995]',0.002,0.001,0.001,80.734,-0.290
'[14:18:06.266 18/05/1995]',0.002,0.001,0.001,80.734,-0.290
'[14:18:06.268 18/05/1995]',0.002,0.001,0.001,80.734,-0.290
'[14:18:06.270 18/05/1995]',0.002,0.001,0.001,80.734,-0.290
'[14:18:06.272 18/05/1995]',0.002,0.001,0.001,78.030,-0.298
'[14:18:06.274 18/05/1995]',0.002,0.001,0.001,78.030,-0.298
'[14:18:06.276 18/05/1995]',0.002,0.001,0.001,78.030,-0.298
'[14:18:06.278 18/05/1995]',0.002,0.001,0.001,78.030,-0.298
'[14:18:06.280 18/05/1995]',0.002,0.001,0.001,75.726,-0.307
'[14:18:06.282 18/05/1995]',0.002,0.001,0.001,75.726,-0.307
'[14:18:06.284 18/05/1995]',0.021,0.001,0.001,75.726,-0.307
'[14:18:06.286 18/05/1995]',0.021,0.001,0.001,75.726,-0.307
'[14:18:06.288 18/05/1995]',0.021,0.001,0.001,73.723,-0.316
'[14:18:06.290 18/05/1995]',0.021,0.001,0.001,73.723,-0.316
'[14:18:06.292 18/05/1995]',0.021,0.001,0.001,73.723,-0.316
'[14:18:06.294 18/05/1995]',0.021,0.001,0.001,73.723,-0.316
'[14:18:06.296 18/05/1995]',0.002,0.001,0.001,72.070,-0.325
'[14:18:06.298 18/05/1995]',0.002,0.001,0.001,72.070,-0.325
'[14:18:06.300 18/05/1995]',0.002,-0.008,0.001,72.070,-0.325
'[14:18:06.302 18/05/1995]',0.002,0.001,0.001,72.070,-0.325
'[14:18:06.304 18/05/1995]',0.002,0.001,0.001,70.818,-0.334
'[14:18:06.306 18/05/1995]',0.002,0.001,0.001,70.818,-0.334
'[14:18:06.308 18/05/1995]',0.002,0.001,0.001,70.818,-0.334
'[14:18:06.310 18/05/1995]',0.002,-0.008,0.001,70.818,-0.334
'[14:18:06.312 18/05/1995]',0.002,-0.017,0.001,69.716,-0.342
'[14:18:06.314 18/05/1995]',0.002,-0.017,0.001,69.716,-0.342
'[14:18:06.316 18/05/1995]',0.002,-0.017,0.001,69.716,-0.342
'[14:18:06.318 18/05/1995]',0.002,-0.008,0.001,69.716,-0.342
'[14:18:06.320 18/05/1995]',0.002,-0.008,0.001,68.915,-0.350
'[14:18:06.322 18/05/1995]',0.002,-0.008,0.001,68.915,-0.350
'[14:18:06.324 18/05/1995]',0.002,-0.017,0.001,68.915,-0.350
'[14:18:06.326 18/05/1995]',-0.019,-0.017,0.010,68.915,-0.350
'[14:18:06.328 18/05/1995]',-0.039,-0.025,0.010,68.314,-0.359
'[14:18:06.330 18/05/1995]',-0.039,-0.025,0.001,68.314,-0.359
'[14:18:06.332 18/05/1995]',-0.039,-0.025,0.001,68.314,-0.359
'[14:18:06.334 18/05/1995]',-0.060,-0.034,0.001,68.314,-0.359
'[14:18:06.336 18/05/1995]',-0.060,-0.043,0.001,67.913,-0.367
'[14:18:06.338 18/05/1995]',-0.080,-0.060,-0.009,67.913,-0.367
'[14:18:06.340 18/05/1995]',-0.100,-0.078,-0.019,67.913,-0.367
'[14:18:06.342 18/05/1995]',-0.121,-0.104,-0.019,67.913,-0.367
'[14:18:06.344 18/05/1995]',-0.162,-0.122,-0.019,67.663,-0.375
'[14:18:06.346 18/05/1995]',-0.203,-0.130,-0.019,67.663,-0.375
'[14:18:06.348 18/05/1995]',-0.223,-0.130,-0.019,67.663,-0.375
'[14:18:06.350 18/05/1995]',-0.264,-0.139,-0.019,67.663,-0.375
'[14:18:06.352 18/05/1995]',-0.285,-0.148,-0.009,67.613,-0.383
'[14:18:06.354 18/05/1995]',-0.325,-0.148,-0.019,67.613,-0.383
'[14:18:06.356 18/05/1995]',-0.345,-0.165,-0.019,67.613,-0.383
'[14:18:06.358 18/05/1995]',-0.386,-0.174,0.001,67.613,-0.383
'[14:18:06.360 18/05/1995]',-0.427,-0.191,0.001,67.613,-0.391
'[14:18:06.362 18/05/1995]',-0.488,-0.217,0.001,67.613,-0.391
'[14:18:06.364 18/05/1995]',-0.529,-0.252,-0.009,67.613,-0.391
'[14:18:06.366 18/05/1995]',-0.550,-0.278,-0.038,67.613,-0.391
'[14:18:06.368 18/05/1995]',-0.570,-0.305,-0.048,67.763,-0.399
'[14:18:06.370 18/05/1995]',-0.570,-0.331,-0.058,67.763,-0.399
'[14:18:06.372 18/05/1995]',-0.590,-0.348,-0.067,67.763,-0.399
'[14:18:06.374 18/05/1995]',-0.590,-0.357,-0.067,67.763,-0.399
'[14:18:06.376 18/05/1995]',-0.610,-0.366,-0.058,67.863,-0.407
'[14:18:06.378 18/05/1995]',-0.651,-0.374,-0.048,67.863,-0.407
'[14:18:06.380 18/05/1995]',-0.672,-0.392,-0.038,67.863,-0.407
'[14:18:06.382 18/05/1995]',-0.692,-0.392,-0.038,67.863,-0.407
'[14:18:06.384 18/05/1995]',-0.692,-0.374,-0.038,68.063,-0.416
'[14:18:06.386 18/05/1995]',-0.692,-0.374,-0.019,68.063,-0.416
'[14:18:06.388 18/05/1995]',-0.692,-0.366,-0.009,68.063,-0.416
'[14:18:06.390 18/05/1995]',-0.713,-0.366,0.001,68.063,-0.416
'[14:18:06.392 18/05/1995]',-0.713,-0.366,0.001,68.214,-0.424
'[14:18:06.394 18/05/1995]',-0.753,-0.374,0.001,68.214,-0.424
'[14:18:06.396 18/05/1995]',-0.774,-0.374,0.010,68.214,-0.424
'[14:18:06.398 18/05/1995]',-0.774,-0.366,0.030,68.214,-0.424
'[14:18:06.400 18/05/1995]',-0.774,-0.340,0.030,68.414,-0.433
'[14:18:06.402 18/05/1995]',-0.774,-0.331,0.040,68.414,-0.433
'[14:18:06.404 18/05/1995]',-0.774,-0.322,0.040,68.414,-0.433
'[14:18:06.406 18/05/1995]',-0.753,-0.313,0.040,68.414,-0.433
'[14:18:06.408 18/05/1995]',-0.753,-0.296,0.049,68.564,-0.441
'[14:18:06.410 18/05/1995]',-0.733,-0.287,0.059,68.564,-0.441
'[14:18:06.412 18/05/1995]',-0.713,-0.278,0.059,68.564,-0.441
'[14:18:06.414 18/05/1995]',-0.713,-0.270,0.059,68.564,-0.441
'[14:18:06.416 18/05/1995]',-0.672,-0.261,0.059,68.764,-0.449
'[14:18:06.418 18/05/1995]',-0.631,-0.244,0.049,68.764,-0.449
'[14:18:06.420 18/05/1995]',-0.590,-0.226,0.040,68.764,-0.449
'[14:18:06.422 18/05/1995]',-0.529,-0.200,0.030,68.764,-0.449
'[14:18:06.424 18/05/1995]',-0.488,-0.191,0.040,68.915,-0.457
'[14:18:06.426 18/05/1995]',-0.427,-0.183,0.040,68.915,-0.457
'[14:18:06.428 18/05/1995]',-0.407,-0.156,0.040,68.915,-0.457
'[14:18:06.430 18/05/1995]',-0.366,-0.139,0.040,68.915,-0.457
'[14:18:06.432 18/05/1995]',-0.325,-0.130,0.030,69.015,-0.466
'[14:18:06.434 18/05/1995]',-0.264,-0.095,0.010,69.015,-0.466
'[14:18:06.436 18/05/1995]',-0.223,-0.087,0.001,69.015,-0.466
'[14:18:06.438 18/05/1995]',-0.182,-0.069,0.001,69.015,-0.466
'[14:18:06.440 18/05/1995]',-0.162,-0.043,0.010,69.165,-0.474
'[14:18:06.442 18/05/1995]',-0.141,-0.034,0.010,69.165,-0.474
'[14:18:06.444 18/05/1995]',-0.121,-0.034,0.020,69.165,-0.474
'[14:18:06.446 18/05/1995]',-0.121,-0.017,0.030,69.165,-0.474
'[14:18:06.448 18/05/1995]',-0.100,-0.008,0.030,69.215,-0.484
'[14:18:06.450 18/05/1995]',-0.080,0.001,0.020,69.215,-0.484
'[14:18:06.452 18/05/1995]',-0.039,0.009,0.010,69.215,-0.484
'[14:18:06.454 18/05/1995]',-0.019,0.009,0.001,69.215,-0.484
'[14:18:06.456 18/05/1995]',0.002,0.027,0.001,69.215,-0.493
'[14:18:06.458 18/05/1995]',0.021,0.044,0.010,69.215,-0.493
'[14:18:06.460 18/05/1995]',0.042,0.044,0.010,69.215,-0.493
'[14:18:06.462 18/05/1995]',0.042,0.062,0.020,69.215,-0.493
'[14:18:06.464 18/05/1995]',0.062,0.062,0.020,69.165,-0.502
'[14:18:06.466 18/05/1995]',0.083,0.079,0.020,69.165,-0.502
'[14:18:06.468 18/05/1995]',0.103,0.105,0.010,69.165,-0.502
'[14:18:06.470 18/05/1995]',0.144,0.114,0.010,69.165,-0.502
'[14:18:06.472 18/05/1995]',0.165,0.123,0.010,68.965,-0.511
'[14:18:06.474 18/05/1995]',0.165,0.123,0.020,68.965,-0.511
'[14:18:06.476 18/05/1995]',0.165,0.131,0.020,68.965,-0.511
'[14:18:06.478 18/05/1995]',0.165,0.131,0.030,68.965,-0.511
'[14:18:06.480 18/05/1995]',0.165,0.131,0.030,68.764,-0.520
'[14:18:06.482 18/05/1995]',0.185,0.131,0.020,68.764,-0.520
'[14:18:06.484 18/05/1995]',0.206,0.140,0.010,68.764,-0.520
'[14:18:06.486 18/05/1995]',0.206,0.140,0.010,68.764,-0.520
'[14:18:06.488 18/05/1995]',0.226,0.140,0.001,68.514,-0.528
'[14:18:06.490 18/05/1995]',0.226,0.149,0.001,68.514,-0.528
'[14:18:06.492 18/05/1995]',0.226,0.149,0.010,68.514,-0.528
'[14:18:06.494 18/05/1995]',0.226,0.149,0.020,68.514,-0.528
'[14:18:06.496 18/05/1995]',0.206,0.140,0.020,68.214,-0.535
'[14:18:06.498 18/05/1995]',0.206,0.140,0.020,68.214,-0.535
'[14:18:06.500 18/05/1995]',0.206,0.149,0.020,68.214,-0.535
'[14:18:06.502 18/05/1995]',0.226,0.140,0.010,68.214,-0.535
'[14:18:06.504 18/05/1995]',0.226,0.140,0.010,67.913,-0.541
'[14:18:06.506 18/05/1995]',0.226,0.140,0.001,67.913,-0.541
'[14:18:06.508 18/05/1995]',0.247,0.131,0.001,67.913,-0.541
'[14:18:06.510 18/05/1995]',0.247,0.131,0.010,67.913,-0.541
'[14:18:06.512 18/05/1995]',0.247,0.131,0.010,67.562,-0.547
'[14:18:06.514 18/05/1995]',0.247,0.140,0.010,67.562,-0.547
'[14:18:06.516 18/05/1995]',0.267,0.140,0.001,67.562,-0.547
'[14:18:06.518 18/05/1995]',0.267,0.140,0.001,67.562,-0.547
'[14:18:06.520 18/05/1995]',0.267,0.149,0.001,67.262,-0.552
'[14:18:06.522 18/05/1995]',0.267,0.149,0.001,67.262,-0.552
'[14:18:06.524 18/05/1995]',0.267,0.140,0.001,67.262,-0.552
'[14:18:06.526 18/05/1995]',0.267,0.131,0.001,67.262,-0.552
'[14:18:06.528 18/05/1995]',0.287,0.140,0.001,66.961,-0.558
'[14:18:06.530 18/05/1995]',0.287,0.131,0.001,66.961,-0.558
'[14:18:06.532 18/05/1995]',0.287,0.140,0.001,66.961,-0.558
'[14:18:06.534 18/05/1995]',0.287,0.149,0.001,66.961,-0.558
'[14:18:06.536 18/05/1995]',0.307,0.140,0.001,66.761,-0.564
'[14:18:06.538 18/05/1995]',0.307,0.149,0.001,66.761,-0.564
'[14:18:06.540 18/05/1995]',0.307,0.140,0.001,66.761,-0.564
'[14:18:06.542 18/05/1995]',0.307,0.140,0.001,66.761,-0.564
'[14:18:06.544 18/05/1995]',0.307,0.140,0.001,66.461,-0.569
'[14:18:06.546 18/05/1995]',0.307,0.131,0.001,66.461,-0.569
'[14:18:06.548 18/05/1995]',0.307,0.131,0.001,66.461,-0.569
'[14:18:06.550 18/05/1995]',0.307,0.140,0.001,66.461,-0.569
'[14:18:06.552 18/05/1995]',0.327,0.140,-0.009,66.210,-0.575
'[14:18:06.554 18/05/1995]',0.327,0.140,-0.009,66.210,-0.575
'[14:18:06.556 18/05/1995]',0.327,0.140,-0.019,66.210,-0.575
'[14:18:06.558 18/05/1995]',0.327,0.131,-0.019,66.210,-0.575
'[14:18:06.560 18/05/1995]',0.327,0.131,-0.009,65.960,-0.579
'[14:18:06.562 18/05/1995]',0.327,0.131,-0.009,65.960,-0.579
'[14:18:06.564 18/05/1995]',0.327,0.131,-0.009,65.960,-0.579
'[14:18:06.566 18/05/1995]',0.348,0.131,-0.009,65.960,-0.579
'[14:18:06.568 18/05/1995]',0.348,0.131,-0.019,65.759,-0.583
'[14:18:06.570 18/05/1995]',0.348,0.131,-0.009,65.759,-0.583
'[14:18:06.572 18/05/1995]',0.348,0.131,-0.019,65.759,-0.583
'[14:18:06.574 18/05/1995]',0.348,0.131,-0.019,65.759,-0.583
'[14:18:06.576 18/05/1995]',0.327,0.131,-0.009,65.709,-0.586
'[14:18:06.578 18/05/1995]',0.327,0.131,0.001,65.709,-0.586
'[14:18:06.580 18/05/1995]',0.307,0.131,0.001,65.709,-0.586
'[14:18:06.582 18/05/1995]',0.307,0.131,-0.009,65.709,-0.586
'[14:18:06.584 18/05/1995]',0.327,0.131,-0.009,65.860,-0.588
'[14:18:06.586 18/05/1995]',0.327,0.131,-0.019,65.860,-0.588
'[14:18:06.588 18/05/1995]',0.327,0.131,-0.019,65.860,-0.588
'[14:18:06.590 18/05/1995]',0.327,0.131,-0.009,65.860,-0.588
'[14:18:06.592 18/05/1995]',0.307,0.131,0.001,66.360,-0.590
'[14:18:06.594 18/05/1995]',0.307,0.131,0.001,66.360,-0.590
'[14:18:06.596 18/05/1995]',0.287,0.131,0.001,66.360,-0.590
'[14:18:06.598 18/05/1995]',0.287,0.131,0.001,66.360,-0.590
'[14:18:06.600 18/05/1995]',0.287,0.131,0.001,67.212,-0.592
'[14:18:06.602 18/05/1995]',0.287,0.123,-0.009,67.212,-0.592
'[14:18:06.604 18/05/1995]',0.287,0.123,-0.009,67.212,-0.592
'[14:18:06.606 18/05/1995]',0.287,0.114,-0.009,67.212,-0.592
'[14:18:06.608 18/05/1995]',0.267,0.114,0.001,68.464,-0.593
'[14:18:06.610 18/05/1995]',0.267,0.105,0.001,68.464,-0.593
'[14:18:06.612 18/05/1995]',0.247,0.105,0.001,68.464,-0.593
'[14:18:06.614 18/05/1995]',0.247,0.105,0.001,68.464,-0.593
'[14:18:06.616 18/05/1995]',0.226,0.105,0.001,69.966,-0.593
'[14:18:06.618 18/05/1995]',0.226,0.105,0.001,69.966,-0.593
'[14:18:06.620 18/05/1995]',0.226,0.097,-0.009,69.966,-0.593
'[14:18:06.622 18/05/1995]',0.226,0.097,-0.009,69.966,-0.593
'[14:18:06.624 18/05/1995]',0.226,0.088,0.001,71.719,-0.592
'[14:18:06.626 18/05/1995]',0.206,0.097,0.001,71.719,-0.592
'[14:18:06.628 18/05/1995]',0.206,0.097,0.001,71.719,-0.592
'[14:18:06.630 18/05/1995]',0.185,0.079,0.001,71.719,-0.592
'[14:18:06.632 18/05/1995]',0.185,0.070,0.001,73.623,-0.590
'[14:18:06.634 18/05/1995]',0.185,0.070,0.001,73.623,-0.590
'[14:18:06.636 18/05/1995]',0.185,0.070,-0.009,73.623,-0.590
'[14:18:06.638 18/05/1995]',0.185,0.070,-0.009,73.623,-0.590
'[14:18:06.640 18/05/1995]',0.165,0.062,-0.009,75.426,-0.587
'[14:18:06.642 18/05/1995]',0.165,0.053,0.001,75.426,-0.587
'[14:18:06.644 18/05/1995]',0.144,0.053,0.001,75.426,-0.587
'[14:18:06.646 18/05/1995]',0.144,0.053,0.001,75.426,-0.587
'[14:18:06.648 18/05/1995]',0.124,0.044,0.001,77.028,-0.584
'[14:18:06.650 18/05/1995]',0.103,0.044,0.001,77.028,-0.584
'[14:18:06.652 18/05/1995]',0.103,0.044,0.001,77.028,-0.584
'[14:18:06.654 18/05/1995]',0.103,0.044,0.001,77.028,-0.584
'[14:18:06.656 18/05/1995]',0.124,0.044,-0.009,78.330,-0.579
'[14:18:06.658 18/05/1995]',0.103,0.035,0.001,78.330,-0.579
'[14:18:06.660 18/05/1995]',0.103,0.027,0.001,78.330,-0.579
'[14:18:06.662 18/05/1995]',0.103,0.027,0.001,78.330,-0.579
'[14:18:06.664 18/05/1995]',0.083,0.027,0.001,79.182,-0.574
'[14:18:06.666 18/05/1995]',0.083,0.027,0.001,79.182,-0.574
'[14:18:06.668 18/05/1995]',0.083,0.035,0.001,79.182,-0.574
'[14:18:06.670 18/05/1995]',0.083,0.035,0.001,79.182,-0.574
'[14:18:06.672 18/05/1995]',0.083,0.027,0.001,79.532,-0.568
'[14:18:06.674 18/05/1995]',0.083,0.027,0.001,79.532,-0.568
'[14:18:06.676 18/05/1995]',0.083,0.027,0.001,79.532,-0.568
'[14:18:06.678 18/05/1995]',0.062,0.027,0.001,79.532,-0.568
'[14:18:06.680 18/05/1995]',0.042,0.018,0.001,79.332,-0.562
'[14:18:06.682 18/05/1995]',0.062,0.018,0.001,79.332,-0.562
'[14:18:06.684 18/05/1995]',0.042,0.027,0.001,79.332,-0.562
'[14:18:06.686 18/05/1995]',0.042,0.027,0.001,79.332,-0.562
'[14:18:06.688 18/05/1995]',0.042,0.027,0.001,78.531,-0.556
'[14:18:06.690 18/05/1995]',0.042,0.027,0.001,78.531,-0.556
'[14:18:06.692 18/05/1995]',0.042,0.027,0.001,78.531,-0.556
'[14:18:06.694 18/05/1995]',0.042,0.027,0.001,78.531,-0.556
'[14:18:06.696 18/05/1995]',0.021,0.018,0.001,77.229,-0.550
'[14:18:06.698 18/05/1995]',0.021,0.009,0.001,77.229,-0.550
'[14:18:06.700 18/05/1995]',0.021,0.009,0.001,77.229,-0.550
'[14:18:06.702 18/05/1995]',0.021,0.009,0.001,77.229,-0.550
'[14:18:06.704 18/05/1995]',0.021,0.009,0.001,75.426,-0.544
'[14:18:06.706 18/05/1995]',0.021,0.009,0.001,75.426,-0.544
'[14:18:06.708 18/05/1995]',0.021,0.009,0.001,75.426,-0.544
'[14:18:06.710 18/05/1995]',0.021,0.001,0.001,75.426,-0.544
'[14:18:06.712 18/05/1995]',0.021,0.001,0.001,73.372,-0.537
'[14:18:06.714 18/05/1995]',0.021,0.001,0.001,73.372,-0.537
'[14:18:06.716 18/05/1995]',0.021,0.001,0.001,73.372,-0.537
'[14:18:06.718 18/05/1995]',0.021,0.001,0.001,73.372,-0.537
'[14:18:06.720 18/05/1995]',0.021,0.009,-0.009,71.168,-0.530
'[14:18:06.722 18/05/1995]',0.021,0.009,-0.009,71.168,-0.530
'[14:18:06.724 18/05/1995]',0.021,0.009,0.001,71.168,-0.530
'[14:18:06.726 18/05/1995]',0.021,0.001,0.001,71.168,-0.530
'[14:18:06.728 18/05/1995]',0.002,0.001,0.001,68.915,-0.523
'[14:18:06.730 18/05/1995]',0.021,0.001,0.001,68.915,-0.523
'[14:18:06.732 18/05/1995]',0.002,0.001,0.001,68.915,-0.523
'[14:18:06.734 18/05/1995]',0.021,0.001,0.001,68.915,-0.523
'[14:18:06.736 18/05/1995]',0.021,0.001,0.001,66.911,-0.514
'[14:18:06.738 18/05/1995]',0.021,0.001,0.001,66.911,-0.514
'[14:18:06.740 18/05/1995]',0.021,0.001,0.001,66.911,-0.514
'[14:18:06.742 18/05/1995]',0.021,0.001,0.001,66.911,-0.514
'[14:18:06.744 18/05/1995]',0.002,0.001,0.001,65.108,-0.505
'[14:18:06.746 18/05/1995]',0.002,0.001,0.001,65.108,-0.505
'[14:18:06.748 18/05/1995]',0.002,0.001,0.001,65.108,-0.505
'[14:18:06.750 18/05/1995]',0.002,0.001,0.001,65.108,-0.505
'[14:18:06.752 18/05/1995]',0.021,0.001,0.001,63.506,-0.496
'[14:18:06.754 18/05/1995]',0.021,0.001,0.001,63.506,-0.496
'[14:18:06.756 18/05/1995]',0.021,0.001,0.001,63.506,-0.496
'[14:18:06.758 18/05/1995]',0.021,0.001,0.001,63.506,-0.496
'[14:18:06.760 18/05/1995]',0.021,0.001,0.001,62.103,-0.486
'[14:18:06.762 18/05/1995]',0.002,0.001,0.001,62.103,-0.486
'[14:18:06.764 18/05/1995]',0.002,0.001,0.001,62.103,-0.486
'[14:18:06.766 18/05/1995]',0.002,0.001,0.001,62.103,-0.486
'[14:18:06.768 18/05/1995]',0.002,0.001,0.001,61.002,-0.475
'[14:18:06.770 18/05/1995]',0.002,0.001,-0.009,61.002,-0.475
'[14:18:06.772 18/05/1995]',0.021,0.001,-0.009,61.002,-0.475
'[14:18:06.774 18/05/1995]',0.021,0.001,0.001,61.002,-0.475
'[14:18:06.776 18/05/1995]',0.021,0.001,0.001,60.000,-0.464
'[14:18:06.778 18/05/1995]',0.002,-0.008,0.001,60.000,-0.464
'[14:18:06.780 18/05/1995]',0.002,-0.008,0.001,60.000,-0.464
'[14:18:06.782 18/05/1995]',0.002,-0.017,0.001,60.000,-0.464
'[14:18:06.784 18/05/1995]',0.002,-0.008,0.001,59.249,-0.450
'[14:18:06.786 18/05/1995]',0.002,-0.008,0.001,59.249,-0.450
'[14:18:06.788 18/05/1995]',0.002,-0.008,-0.009,59.249,-0.450
'[14:18:06.790 18/05/1995]',0.002,-0.008,0.001,59.249,-0.450
'[14:18:06.792 18/05/1995]',0.002,-0.008,0.001,58.598,-0.434
'[14:18:06.794 18/05/1995]',0.002,-0.008,0.001,58.598,-0.434
'[14:18:06.796 18/05/1995]',0.002,-0.008,0.001,58.598,-0.434
'[14:18:06.798 18/05/1995]',0.002,-0.008,0.001,58.598,-0.434
'[14:18:06.800 18/05/1995]',0.002,-0.008,0.001,58.047,-0.417
'[14:18:06.802 18/05/1995]',0.002,-0.008,0.001,58.047,-0.417
'[14:18:06.804 18/05/1995]',0.002,0.001,0.001,58.047,-0.417
'[14:18:06.806 18/05/1995]',0.021,0.001,-0.009,58.047,-0.417
'[14:18:06.808 18/05/1995]',0.021,0.001,0.001,57.696,-0.398
'[14:18:06.810 18/05/1995]',0.021,-0.008,0.001,57.696,-0.398
'[14:18:06.812 18/05/1995]',0.002,-0.008,0.001,57.696,-0.398
'[14:18:06.814 18/05/1995]',0.002,-0.008,0.001,57.696,-0.398
'[14:18:06.816 18/05/1995]',0.002,-0.008,0.001,57.396,-0.378
'[14:18:06.818 18/05/1995]',0.021,0.001,0.001,57.396,-0.378
'[14:18:06.820 18/05/1995]',0.021,-0.008,-0.019,57.396,-0.378
'[14:18:06.822 18/05/1995]',0.042,-0.008,-0.019,57.396,-0.378
'[14:18:06.824 18/05/1995]',0.042,0.001,-0.009,57.195,-0.355
'[14:18:06.826 18/05/1995]',0.042,0.001,0.001,57.195,-0.355
'[14:18:06.828 18/05/1995]',0.021,-0.008,0.001,57.195,-0.355
'[14:18:06.830 18/05/1995]',0.021,-0.017,0.001,57.195,-0.355
'[14:18:06.832 18/05/1995]',0.021,-0.008,0.001,56.945,-0.333
'[14:18:06.834 18/05/1995]',0.021,-0.008,-0.009,56.945,-0.333
'[14:18:06.836 18/05/1995]',0.042,-0.008,-0.009,56.945,-0.333
'[14:18:06.838 18/05/1995]',0.042,-0.008,-0.019,56.945,-0.333
'[14:18:06.840 18/05/1995]',0.042,-0.008,-0.009,56.845,-0.308
'[14:18:06.842 18/05/1995]',0.042,-0.008,-0.009,56.845,-0.308
'[14:18:06.844 18/05/1995]',0.021,-0.008,0.001,56.845,-0.308
'[14:18:06.846 18/05/1995]',0.021,-0.017,0.001,56.845,-0.308
'[14:18:06.848 18/05/1995]',0.002,-0.025,-0.009,56.694,-0.282
'[14:18:06.850 18/05/1995]',0.021,-0.017,-0.009,56.694,-0.282
'[14:18:06.852 18/05/1995]',0.021,-0.008,-0.009,56.694,-0.282
'[14:18:06.854 18/05/1995]',0.021,-0.008,-0.009,56.694,-0.282
'[14:18:06.856 18/05/1995]',0.042,-0.008,-0.009,56.644,-0.256
'[14:18:06.858 18/05/1995]',0.042,-0.008,-0.009,56.644,-0.256
'[14:18:06.860 18/05/1995]',0.021,-0.017,0.001,56.644,-0.256
'[14:18:06.862 18/05/1995]',0.021,-0.017,0.001,56.644,-0.256
'[14:18:06.864 18/05/1995]',0.002,-0.017,0.001,56.594,-0.229
'[14:18:06.866 18/05/1995]',0.021,-0.008,0.001,56.594,-0.229
'[14:18:06.868 18/05/1995]',0.021,-0.008,-0.009,56.594,-0.229
'[14:18:06.870 18/05/1995]',0.042,-0.017,-0.019,56.594,-0.229
'[14:18:06.872 18/05/1995]',0.042,-0.008,-0.009,56.544,-0.200
'[14:18:06.874 18/05/1995]',0.042,-0.008,-0.009,56.544,-0.200
'[14:18:06.876 18/05/1995]',0.042,-0.008,0.001,56.544,-0.200
'[14:18:06.878 18/05/1995]',0.021,-0.008,0.001,56.544,-0.200
'[14:18:06.880 18/05/1995]',0.021,-0.008,0.001,56.494,-0.171
'[14:18:06.882 18/05/1995]',0.021,-0.008,0.001,56.494,-0.171
'[14:18:06.884 18/05/1995]',0.021,-0.008,-0.009,56.494,-0.171
'[14:18:06.886 18/05/1995]',0.021,-0.008,-0.009,56.494,-0.171
'[14:18:06.888 18/05/1995]',0.042,0.001,-0.009,56.394,-0.141
