'Time and date','II','MCL1','V','ABP','RESP'
'[13:00:41.182 19/05/1995]',-0.178,0.184,0.319,66.400,-0.095
'[13:00:41.184 19/05/1995]',-0.207,0.174,0.319,65.500,-0.085
'[13:00:41.186 19/05/1995]',-0.237,0.154,0.319,65.500,-0.085
'[13:00:41.188 19/05/1995]',-0.262,0.144,0.327,65.500,-0.085
'[13:00:41.190 19/05/1995]',-0.287,0.113,0.319,65.500,-0.085
'[13:00:41.192 19/05/1995]',-0.307,0.072,0.268,64.600,-0.075
'[13:00:41.194 19/05/1995]',-0.326,0.031,0.235,64.600,-0.075
'[13:00:41.196 19/05/1995]',-0.338,-0.020,0.176,64.600,-0.075
'[13:00:41.198 19/05/1995]',-0.349,-0.091,0.093,64.600,-0.075
'[13:00:41.200 19/05/1995]',-0.352,-0.173,0.001,63.650,-0.066
'[13:00:41.202 19/05/1995]',-0.355,-0.255,-0.083,63.650,-0.066
'[13:00:41.204 19/05/1995]',-0.349,-0.315,-0.167,63.650,-0.066
'[13:00:41.206 19/05/1995]',-0.343,-0.367,-0.242,63.650,-0.066
'[13:00:41.208 19/05/1995]',-0.327,-0.397,-0.284,62.850,-0.057
'[13:00:41.210 19/05/1995]',-0.311,-0.408,-0.318,62.850,-0.057
'[13:00:41.212 19/05/1995]',-0.289,-0.408,-0.318,62.850,-0.057
'[13:00:41.214 19/05/1995]',-0.266,-0.397,-0.318,62.850,-0.057
'[13:00:41.216 19/05/1995]',-0.239,-0.377,-0.309,62.100,-0.047
'[13:00:41.218 19/05/1995]',-0.212,-0.346,-0.284,62.100,-0.047
'[13:00:41.220 19/05/1995]',-0.183,-0.315,-0.259,62.100,-0.047
'[13:00:41.222 19/05/1995]',-0.155,-0.285,-0.242,62.100,-0.047
'[13:00:41.224 19/05/1995]',-0.128,-0.255,-0.209,61.400,-0.037
'[13:00:41.226 19/05/1995]',-0.102,-0.214,-0.192,61.400,-0.037
'[13:00:41.228 19/05/1995]',-0.079,-0.183,-0.158,61.400,-0.037
'[13:00:41.230 19/05/1995]',-0.056,-0.152,-0.142,61.400,-0.037
'[13:00:41.232 19/05/1995]',-0.039,-0.132,-0.125,60.800,-0.028
'[13:00:41.234 19/05/1995]',-0.021,-0.101,-0.108,60.800,-0.028
'[13:00:41.236 19/05/1995]',-0.009,-0.091,-0.100,60.800,-0.028
'[13:00:41.238 19/05/1995]',0.004,-0.071,-0.083,60.800,-0.028
'[13:00:41.240 19/05/1995]',0.012,-0.060,-0.075,60.200,-0.019
'[13:00:41.242 19/05/1995]',0.021,-0.050,-0.075,60.200,-0.019
'[13:00:41.244 19/05/1995]',0.027,-0.050,-0.066,60.200,-0.019
'[13:00:41.246 19/05/1995]',0.033,-0.040,-0.066,60.200,-0.019
'[13:00:41.248 19/05/1995]',0.037,-0.030,-0.058,59.700,-0.011
'[13:00:41.250 19/05/1995]',0.041,-0.030,-0.058,59.700,-0.011
'[13:00:41.252 19/05/1995]',0.045,-0.030,-0.050,59.700,-0.011
'[13:00:41.254 19/05/1995]',0.048,-0.020,-0.041,59.700,-0.011
'[13:00:41.256 19/05/1995]',0.050,-0.009,-0.041,59.200,-0.004
'[13:00:41.258 19/05/1995]',0.053,-0.009,-0.050,59.200,-0.004
'[13:00:41.260 19/05/1995]',0.055,-0.009,-0.033,59.200,-0.004
'[13:00:41.262 19/05/1995]',0.056,-0.009,-0.033,59.200,-0.004
'[13:00:41.264 19/05/1995]',0.058,0.001,-0.033,58.750,0.004
'[13:00:41.266 19/05/1995]',0.060,0.001,-0.033,58.750,0.004
'[13:00:41.268 19/05/1995]',0.062,0.001,-0.024,58.750,0.004
'[13:00:41.270 19/05/1995]',0.064,0.001,-0.024,58.750,0.004
'[13:00:41.272 19/05/1995]',0.067,0.001,-0.016,58.300,0.010
'[13:00:41.274 19/05/1995]',0.069,0.001,-0.016,58.300,0.010
'[13:00:41.276 19/05/1995]',0.074,0.001,-0.016,58.300,0.010
'[13:00:41.278 19/05/1995]',0.078,0.001,-0.008,58.300,0.010
'[13:00:41.280 19/05/1995]',0.083,0.011,-0.008,57.850,0.017
'[13:00:41.282 19/05/1995]',0.087,0.011,-0.008,57.850,0.017
'[13:00:41.284 19/05/1995]',0.092,0.011,-0.008,57.850,0.017
'[13:00:41.286 19/05/1995]',0.096,0.021,-0.008,57.850,0.017
'[13:00:41.288 19/05/1995]',0.100,0.021,0.001,57.550,0.023
'[13:00:41.290 19/05/1995]',0.104,0.031,0.001,57.550,0.023
'[13:00:41.292 19/05/1995]',0.107,0.031,0.001,57.550,0.023
'[13:00:41.294 19/05/1995]',0.111,0.031,0.001,57.550,0.023
'[13:00:41.296 19/05/1995]',0.113,0.041,0.001,57.350,0.029
'[13:00:41.298 19/05/1995]',0.116,0.041,0.001,57.350,0.029
'[13:00:41.300 19/05/1995]',0.118,0.041,0.001,57.350,0.029
'[13:00:41.302 19/05/1995]',0.120,0.041,0.001,57.350,0.029
'[13:00:41.304 19/05/1995]',0.120,0.052,0.001,57.150,0.034
'[13:00:41.306 19/05/1995]',0.121,0.052,0.001,57.150,0.034
'[13:00:41.308 19/05/1995]',0.120,0.052,0.001,57.150,0.034
'[13:00:41.310 19/05/1995]',0.120,0.062,0.001,57.150,0.034
'[13:00:41.312 19/05/1995]',0.120,0.072,0.009,57.050,0.038
'[13:00:41.314 19/05/1995]',0.119,0.072,0.017,57.050,0.038
'[13:00:41.316 19/05/1995]',0.120,0.072,0.026,57.050,0.038
'[13:00:41.318 19/05/1995]',0.120,0.072,0.026,57.050,0.038
'[13:00:41.320 19/05/1995]',0.120,0.072,0.034,57.050,0.043
'[13:00:41.322 19/05/1995]',0.120,0.082,0.034,57.050,0.043
'[13:00:41.324 19/05/1995]',0.120,0.093,0.042,57.050,0.043
'[13:00:41.326 19/05/1995]',0.120,0.093,0.051,57.050,0.043
'[13:00:41.328 19/05/1995]',0.120,0.103,0.059,57.150,0.046
'[13:00:41.330 19/05/1995]',0.119,0.103,0.059,57.150,0.046
'[13:00:41.332 19/05/1995]',0.119,0.103,0.068,57.150,0.046
'[13:00:41.334 19/05/1995]',0.118,0.103,0.068,57.150,0.046
'[13:00:41.336 19/05/1995]',0.118,0.123,0.076,57.500,0.050
'[13:00:41.338 19/05/1995]',0.117,0.123,0.076,57.500,0.050
'[13:00:41.340 19/05/1995]',0.117,0.134,0.084,57.500,0.050
'[13:00:41.342 19/05/1995]',0.117,0.144,0.101,57.500,0.050
'[13:00:41.344 19/05/1995]',0.118,0.144,0.101,58.650,0.052
'[13:00:41.346 19/05/1995]',0.118,0.144,0.110,58.650,0.052
'[13:00:41.348 19/05/1995]',0.119,0.144,0.110,58.650,0.052
'[13:00:41.350 19/05/1995]',0.119,0.144,0.110,58.650,0.052
'[13:00:41.352 19/05/1995]',0.119,0.144,0.118,61.200,0.056
'[13:00:41.354 19/05/1995]',0.118,0.154,0.118,61.200,0.056
'[13:00:41.356 19/05/1995]',0.117,0.154,0.126,61.200,0.056
'[13:00:41.358 19/05/1995]',0.117,0.154,0.126,61.200,0.056
'[13:00:41.360 19/05/1995]',0.115,0.154,0.126,66.050,0.058
'[13:00:41.362 19/05/1995]',0.114,0.154,0.126,66.050,0.058
'[13:00:41.364 19/05/1995]',0.113,0.144,0.126,66.050,0.058
'[13:00:41.366 19/05/1995]',0.111,0.154,0.126,66.050,0.058
'[13:00:41.368 19/05/1995]',0.109,0.144,0.118,73.650,0.060
'[13:00:41.370 19/05/1995]',0.107,0.144,0.118,73.650,0.060
'[13:00:41.372 19/05/1995]',0.105,0.144,0.110,73.650,0.060
'[13:00:41.374 19/05/1995]',0.103,0.134,0.110,73.650,0.060
'[13:00:41.376 19/05/1995]',0.100,0.134,0.110,83.350,0.062
'[13:00:41.378 19/05/1995]',0.098,0.123,0.101,83.350,0.062
'[13:00:41.380 19/05/1995]',0.095,0.123,0.101,83.350,0.062
'[13:00:41.382 19/05/1995]',0.093,0.113,0.101,83.350,0.062
'[13:00:41.384 19/05/1995]',0.090,0.113,0.101,93.650,0.064
'[13:00:41.386 19/05/1995]',0.087,0.103,0.093,93.650,0.064
'[13:00:41.388 19/05/1995]',0.083,0.103,0.093,93.650,0.064
'[13:00:41.390 19/05/1995]',0.080,0.103,0.084,93.650,0.064
'[13:00:41.392 19/05/1995]',0.077,0.103,0.084,103.300,0.066
'[13:00:41.394 19/05/1995]',0.073,0.103,0.084,103.300,0.066
'[13:00:41.396 19/05/1995]',0.070,0.093,0.076,103.300,0.066
'[13:00:41.398 19/05/1995]',0.067,0.093,0.076,103.300,0.066
'[13:00:41.400 19/05/1995]',0.064,0.082,0.076,111.500,0.069
'[13:00:41.402 19/05/1995]',0.061,0.082,0.068,111.500,0.069
'[13:00:41.404 19/05/1995]',0.059,0.072,0.068,111.500,0.069
'[13:00:41.406 19/05/1995]',0.056,0.072,0.059,111.500,0.069
'[13:00:41.408 19/05/1995]',0.054,0.072,0.059,117.900,0.071
'[13:00:41.410 19/05/1995]',0.051,0.072,0.059,117.900,0.071
'[13:00:41.412 19/05/1995]',0.050,0.052,0.051,117.900,0.071
'[13:00:41.414 19/05/1995]',0.048,0.052,0.034,117.900,0.071
'[13:00:41.416 19/05/1995]',0.046,0.052,0.034,122.650,0.074
'[13:00:41.418 19/05/1995]',0.044,0.041,0.026,122.650,0.074
'[13:00:41.420 19/05/1995]',0.042,0.041,0.026,122.650,0.074
'[13:00:41.422 19/05/1995]',0.040,0.041,0.026,122.650,0.074
'[13:00:41.424 19/05/1995]',0.038,0.031,0.017,125.800,0.077
'[13:00:41.426 19/05/1995]',0.035,0.031,0.009,125.800,0.077
'[13:00:41.428 19/05/1995]',0.033,0.031,0.017,125.800,0.077
'[13:00:41.430 19/05/1995]',0.030,0.031,0.009,125.800,0.077
'[13:00:41.432 19/05/1995]',0.027,0.021,0.009,127.350,0.081
'[13:00:41.434 19/05/1995]',0.024,0.011,0.001,127.350,0.081
'[13:00:41.436 19/05/1995]',0.022,0.011,0.001,127.350,0.081
'[13:00:41.438 19/05/1995]',0.020,0.001,0.001,127.350,0.081
'[13:00:41.440 19/05/1995]',0.018,0.001,0.001,127.650,0.084
'[13:00:41.442 19/05/1995]',0.016,0.001,0.001,127.650,0.084
'[13:00:41.444 19/05/1995]',0.015,0.001,-0.008,127.650,0.084
'[13:00:41.446 19/05/1995]',0.014,0.001,-0.008,127.650,0.084
'[13:00:41.448 19/05/1995]',0.013,0.001,-0.008,126.950,0.088
'[13:00:41.450 19/05/1995]',0.011,-0.009,-0.008,126.950,0.088
'[13:00:41.452 19/05/1995]',0.011,0.001,-0.016,126.950,0.088
'[13:00:41.454 19/05/1995]',0.010,-0.009,-0.016,126.950,0.088
'[13:00:41.456 19/05/1995]',0.009,-0.009,-0.024,125.500,0.092
'[13:00:41.458 19/05/1995]',0.007,-0.020,-0.016,125.500,0.092
'[13:00:41.460 19/05/1995]',0.006,-0.020,-0.024,125.500,0.092
'[13:00:41.462 19/05/1995]',0.005,-0.020,-0.024,125.500,0.092
'[13:00:41.464 19/05/1995]',0.004,-0.020,-0.016,123.450,0.096
'[13:00:41.466 19/05/1995]',0.004,-0.020,-0.016,123.450,0.096
'[13:00:41.468 19/05/1995]',0.003,-0.020,-0.016,123.450,0.096
'[13:00:41.470 19/05/1995]',0.003,-0.020,-0.016,123.450,0.096
'[13:00:41.472 19/05/1995]',0.003,-0.030,-0.016,121.050,0.100
'[13:00:41.474 19/05/1995]',0.002,-0.030,-0.024,121.050,0.100
'[13:00:41.476 19/05/1995]',0.002,-0.030,-0.024,121.050,0.100
'[13:00:41.478 19/05/1995]',0.002,-0.030,-0.024,121.050,0.100
'[13:00:41.480 19/05/1995]',0.003,-0.020,-0.024,118.400,0.104
'[13:00:41.482 19/05/1995]',0.003,-0.030,-0.024,118.400,0.104
'[13:00:41.484 19/05/1995]',0.004,-0.030,-0.024,118.400,0.104
'[13:00:41.486 19/05/1995]',0.004,-0.030,-0.024,118.400,0.104
'[13:00:41.488 19/05/1995]',0.005,-0.030,-0.024,115.650,0.108
'[13:00:41.490 19/05/1995]',0.006,-0.030,-0.024,115.650,0.108
'[13:00:41.492 19/05/1995]',0.005,-0.030,-0.024,115.650,0.108
'[13:00:41.494 19/05/1995]',0.004,-0.030,-0.033,115.650,0.108
'[13:00:41.496 19/05/1995]',0.004,-0.030,-0.024,112.650,0.114
'[13:00:41.498 19/05/1995]',0.003,-0.030,-0.024,112.650,0.114
'[13:00:41.500 19/05/1995]',0.003,-0.030,-0.033,112.650,0.114
'[13:00:41.502 19/05/1995]',0.002,-0.030,-0.033,112.650,0.114
'[13:00:41.504 19/05/1995]',0.002,-0.030,-0.033,109.500,0.119
'[13:00:41.506 19/05/1995]',0.002,-0.030,-0.024,109.500,0.119
'[13:00:41.508 19/05/1995]',0.003,-0.030,-0.033,109.500,0.119
'[13:00:41.510 19/05/1995]',0.003,-0.030,-0.033,109.500,0.119
'[13:00:41.512 19/05/1995]',0.004,-0.030,-0.033,106.050,0.125
'[13:00:41.514 19/05/1995]',0.004,-0.030,-0.041,106.050,0.125
'[13:00:41.516 19/05/1995]',0.005,-0.040,-0.033,106.050,0.125
'[13:00:41.518 19/05/1995]',0.006,-0.030,-0.033,106.050,0.125
'[13:00:41.520 19/05/1995]',0.005,-0.030,-0.033,102.100,0.131
'[13:00:41.522 19/05/1995]',0.005,-0.030,-0.033,102.100,0.131
'[13:00:41.524 19/05/1995]',0.005,-0.030,-0.024,102.100,0.131
'[13:00:41.526 19/05/1995]',0.005,-0.020,-0.016,102.100,0.131
'[13:00:41.528 19/05/1995]',0.005,-0.020,-0.016,97.700,0.137
'[13:00:41.530 19/05/1995]',0.005,-0.020,-0.016,97.700,0.137
'[13:00:41.532 19/05/1995]',0.005,-0.030,-0.016,97.700,0.137
'[13:00:41.534 19/05/1995]',0.005,-0.020,-0.024,97.700,0.137
'[13:00:41.536 19/05/1995]',0.005,-0.030,-0.024,93.100,0.143
'[13:00:41.538 19/05/1995]',0.006,-0.030,-0.024,93.100,0.143
'[13:00:41.540 19/05/1995]',0.007,-0.030,-0.024,93.100,0.143
'[13:00:41.542 19/05/1995]',0.008,-0.030,-0.024,93.100,0.143
'[13:00:41.544 19/05/1995]',0.010,-0.030,-0.024,88.400,0.150
'[13:00:41.546 19/05/1995]',0.011,-0.030,-0.024,88.400,0.150
'[13:00:41.548 19/05/1995]',0.014,-0.030,-0.024,88.400,0.150
'[13:00:41.550 19/05/1995]',0.016,-0.030,-0.024,88.400,0.150
'[13:00:41.552 19/05/1995]',0.018,-0.030,-0.024,84.150,0.157
'[13:00:41.554 19/05/1995]',0.020,-0.030,-0.033,84.150,0.157
'[13:00:41.556 19/05/1995]',0.022,-0.030,-0.033,84.150,0.157
'[13:00:41.558 19/05/1995]',0.024,-0.030,-0.033,84.150,0.157
'[13:00:41.560 19/05/1995]',0.026,-0.020,-0.033,80.700,0.163
'[13:00:41.562 19/05/1995]',0.029,-0.020,-0.033,80.700,0.163
'[13:00:41.564 19/05/1995]',0.029,-0.030,-0.041,80.700,0.163
'[13:00:41.566 19/05/1995]',0.029,-0.030,-0.041,80.700,0.163
'[13:00:41.568 19/05/1995]',0.027,-0.030,-0.041,78.300,0.170
'[13:00:41.570 19/05/1995]',0.025,-0.030,-0.050,78.300,0.170
'[13:00:41.572 19/05/1995]',0.023,-0.030,-0.050,78.300,0.170
'[13:00:41.574 19/05/1995]',0.020,-0.030,-0.050,78.300,0.170
'[13:00:41.576 19/05/1995]',0.017,-0.030,-0.041,76.900,0.177
'[13:00:41.578 19/05/1995]',0.014,-0.030,-0.041,76.900,0.177
'[13:00:41.580 19/05/1995]',0.012,-0.030,-0.041,76.900,0.177
'[13:00:41.582 19/05/1995]',0.009,-0.030,-0.041,76.900,0.177
'[13:00:41.584 19/05/1995]',0.007,-0.040,-0.041,76.450,0.184
'[13:00:41.586 19/05/1995]',0.004,-0.040,-0.050,76.450,0.184
'[13:00:41.588 19/05/1995]',0.001,-0.040,-0.041,76.450,0.184
'[13:00:41.590 19/05/1995]',-0.001,-0.040,-0.050,76.450,0.184
'[13:00:41.592 19/05/1995]',-0.004,-0.050,-0.050,76.600,0.191
'[13:00:41.594 19/05/1995]',-0.006,-0.030,-0.050,76.600,0.191
'[13:00:41.596 19/05/1995]',-0.008,-0.040,-0.050,76.600,0.191
'[13:00:41.598 19/05/1995]',-0.009,-0.040,-0.050,76.600,0.191
'[13:00:41.600 19/05/1995]',-0.010,-0.030,-0.050,77.200,0.198
'[13:00:41.602 19/05/1995]',-0.011,-0.030,-0.050,77.200,0.198
'[13:00:41.604 19/05/1995]',-0.012,-0.030,-0.050,77.200,0.198
'[13:00:41.606 19/05/1995]',-0.013,-0.050,-0.058,77.200,0.198
'[13:00:41.608 19/05/1995]',-0.014,-0.040,-0.041,77.900,0.204
'[13:00:41.610 19/05/1995]',-0.014,-0.030,-0.041,77.900,0.204
'[13:00:41.612 19/05/1995]',-0.015,-0.040,-0.041,77.900,0.204
'[13:00:41.614 19/05/1995]',-0.016,-0.040,-0.041,77.900,0.204
'[13:00:41.616 19/05/1995]',-0.016,-0.040,-0.041,78.550,0.210
'[13:00:41.618 19/05/1995]',-0.016,-0.030,-0.041,78.550,0.210
'[13:00:41.620 19/05/1995]',-0.016,-0.040,-0.041,78.550,0.210
'[13:00:41.622 19/05/1995]',-0.016,-0.040,-0.041,78.550,0.210
'[13:00:41.624 19/05/1995]',-0.016,-0.040,-0.041,79.000,0.216
'[13:00:41.626 19/05/1995]',-0.016,-0.030,-0.041,79.000,0.216
'[13:00:41.628 19/05/1995]',-0.016,-0.030,-0.033,79.000,0.216
'[13:00:41.630 19/05/1995]',-0.016,-0.030,-0.033,79.000,0.216
'[13:00:41.632 19/05/1995]',-0.015,-0.030,-0.033,79.350,0.223
'[13:00:41.634 19/05/1995]',-0.015,-0.030,-0.033,79.350,0.223
'[13:00:41.636 19/05/1995]',-0.014,-0.030,-0.033,79.350,0.223
'[13:00:41.638 19/05/1995]',-0.014,-0.030,-0.041,79.350,0.223
'[13:00:41.640 19/05/1995]',-0.013,-0.030,-0.033,79.450,0.229
'[13:00:41.642 19/05/1995]',-0.013,-0.030,-0.033,79.450,0.229
'[13:00:41.644 19/05/1995]',-0.013,-0.030,-0.033,79.450,0.229
'[13:00:41.646 19/05/1995]',-0.014,-0.030,-0.033,79.450,0.229
'[13:00:41.648 19/05/1995]',-0.014,-0.030,-0.033,79.200,0.235
'[13:00:41.650 19/05/1995]',-0.014,-0.030,-0.033,79.200,0.235
'[13:00:41.652 19/05/1995]',-0.014,-0.030,-0.033,79.200,0.235
'[13:00:41.654 19/05/1995]',-0.014,-0.030,-0.033,79.200,0.235
'[13:00:41.656 19/05/1995]',-0.013,-0.030,-0.033,78.750,0.240
'[13:00:41.658 19/05/1995]',-0.013,-0.030,-0.033,78.750,0.240
'[13:00:41.660 19/05/1995]',-0.011,-0.030,-0.033,78.750,0.240
'[13:00:41.662 19/05/1995]',-0.010,-0.030,-0.033,78.750,0.240
'[13:00:41.664 19/05/1995]',-0.007,-0.030,-0.041,77.900,0.245
'[13:00:41.666 19/05/1995]',-0.004,-0.030,-0.033,77.900,0.245
'[13:00:41.668 19/05/1995]',-0.002,-0.030,-0.041,77.900,0.245
'[13:00:41.670 19/05/1995]',0.001,-0.030,-0.033,77.900,0.245
'[13:00:41.672 19/05/1995]',0.004,-0.030,-0.033,76.900,0.251
'[13:00:41.674 19/05/1995]',0.006,-0.030,-0.033,76.900,0.251
'[13:00:41.676 19/05/1995]',0.009,-0.030,-0.033,76.900,0.251
'[13:00:41.678 19/05/1995]',0.011,-0.030,-0.033,76.900,0.251
'[13:00:41.680 19/05/1995]',0.012,-0.030,-0.041,75.800,0.256
'[13:00:41.682 19/05/1995]',0.013,-0.030,-0.033,75.800,0.256
'[13:00:41.684 19/05/1995]',0.012,-0.009,-0.016,75.800,0.256
'[13:00:41.686 19/05/1995]',0.011,0.001,0.001,75.800,0.256
'[13:00:41.688 19/05/1995]',0.006,0.021,0.017,74.550,0.261
'[13:00:41.690 19/05/1995]',0.001,0.041,0.051,74.550,0.261
'[13:00:41.692 19/05/1995]',-0.011,0.072,0.084,74.550,0.261
'[13:00:41.694 19/05/1995]',-0.023,0.103,0.126,74.550,0.261
'[13:00:41.696 19/05/1995]',-0.043,0.144,0.176,73.450,0.266
'[13:00:41.698 19/05/1995]',-0.063,0.174,0.227,73.450,0.266
'[13:00:41.700 19/05/1995]',-0.089,0.205,0.268,73.450,0.266
'[13:00:41.702 19/05/1995]',-0.115,0.215,0.294,73.450,0.266
'[13:00:41.704 19/05/1995]',-0.145,0.215,0.319,72.350,0.271
'[13:00:41.706 19/05/1995]',-0.174,0.215,0.335,72.350,0.271
'[13:00:41.708 19/05/1995]',-0.205,0.215,0.352,72.350,0.271
'[13:00:41.710 19/05/1995]',-0.235,0.195,0.360,72.350,0.271
'[13:00:41.712 19/05/1995]',-0.261,0.195,0.377,71.350,0.277
'[13:00:41.714 19/05/1995]',-0.287,0.184,0.385,71.350,0.277
'[13:00:41.716 19/05/1995]',-0.307,0.164,0.369,71.350,0.277
'[13:00:41.718 19/05/1995]',-0.327,0.134,0.335,71.350,0.277
'[13:00:41.720 19/05/1995]',-0.339,0.082,0.277,70.400,0.281
'[13:00:41.722 19/05/1995]',-0.352,0.011,0.210,70.400,0.281
'[13:00:41.724 19/05/1995]',-0.356,-0.050,0.118,70.400,0.281
'[13:00:41.726 19/05/1995]',-0.361,-0.152,0.009,70.400,0.281
'[13:00:41.728 19/05/1995]',-0.356,-0.224,-0.075,69.600,0.286
'[13:00:41.730 19/05/1995]',-0.351,-0.285,-0.158,69.600,0.286
'[13:00:41.732 19/05/1995]',-0.336,-0.346,-0.234,69.600,0.286
'[13:00:41.734 19/05/1995]',-0.321,-0.377,-0.267,69.600,0.286
'[13:00:41.736 19/05/1995]',-0.298,-0.387,-0.292,68.900,0.291
'[13:00:41.738 19/05/1995]',-0.275,-0.387,-0.301,68.900,0.291
'[13:00:41.740 19/05/1995]',-0.246,-0.367,-0.301,68.900,0.291
'[13:00:41.742 19/05/1995]',-0.217,-0.336,-0.276,68.900,0.291
'[13:00:41.744 19/05/1995]',-0.187,-0.315,-0.259,68.300,0.296
'[13:00:41.746 19/05/1995]',-0.157,-0.285,-0.242,68.300,0.296
'[13:00:41.748 19/05/1995]',-0.129,-0.255,-0.217,68.300,0.296
'[13:00:41.750 19/05/1995]',-0.102,-0.224,-0.192,68.300,0.296
'[13:00:41.752 19/05/1995]',-0.079,-0.193,-0.167,67.750,0.300
'[13:00:41.754 19/05/1995]',-0.056,-0.173,-0.158,67.750,0.300
'[13:00:41.756 19/05/1995]',-0.038,-0.142,-0.142,67.750,0.300
'[13:00:41.758 19/05/1995]',-0.020,-0.122,-0.125,67.750,0.300
'[13:00:41.760 19/05/1995]',-0.008,-0.101,-0.108,67.200,0.303
'[13:00:41.762 19/05/1995]',0.004,-0.081,-0.092,67.200,0.303
'[13:00:41.764 19/05/1995]',0.012,-0.071,-0.083,67.200,0.303
'[13:00:41.766 19/05/1995]',0.020,-0.071,-0.075,67.200,0.303
'[13:00:41.768 19/05/1995]',0.025,-0.050,-0.075,66.650,0.307
'[13:00:41.770 19/05/1995]',0.030,-0.050,-0.075,66.650,0.307
'[13:00:41.772 19/05/1995]',0.034,-0.050,-0.075,66.650,0.307
'[13:00:41.774 19/05/1995]',0.039,-0.040,-0.066,66.650,0.307
'[13:00:41.776 19/05/1995]',0.042,-0.030,-0.066,66.050,0.309
'[13:00:41.778 19/05/1995]',0.045,-0.030,-0.058,66.050,0.309
'[13:00:41.780 19/05/1995]',0.048,-0.020,-0.050,66.050,0.309
'[13:00:41.782 19/05/1995]',0.051,-0.020,-0.050,66.050,0.309
'[13:00:41.784 19/05/1995]',0.053,-0.020,-0.050,65.500,0.311
'[13:00:41.786 19/05/1995]',0.056,-0.009,-0.050,65.500,0.311
'[13:00:41.788 19/05/1995]',0.058,-0.009,-0.041,65.500,0.311
'[13:00:41.790 19/05/1995]',0.061,-0.009,-0.041,65.500,0.311
'[13:00:41.792 19/05/1995]',0.063,0.001,-0.041,64.900,0.313
'[13:00:41.794 19/05/1995]',0.064,0.001,-0.041,64.900,0.313
'[13:00:41.796 19/05/1995]',0.067,-0.009,-0.041,64.900,0.313
'[13:00:41.798 19/05/1995]',0.069,-0.009,-0.033,64.900,0.313
'[13:00:41.800 19/05/1995]',0.073,0.001,-0.033,64.450,0.315
'[13:00:41.802 19/05/1995]',0.077,0.001,-0.033,64.450,0.315
'[13:00:41.804 19/05/1995]',0.082,0.001,-0.024,64.450,0.315
'[13:00:41.806 19/05/1995]',0.086,0.001,-0.024,64.450,0.315
'[13:00:41.808 19/05/1995]',0.090,0.001,-0.024,64.000,0.316
'[13:00:41.810 19/05/1995]',0.094,0.001,-0.024,64.000,0.316
'[13:00:41.812 19/05/1995]',0.098,0.001,-0.024,64.000,0.316
'[13:00:41.814 19/05/1995]',0.102,0.011,-0.024,64.000,0.316
'[13:00:41.816 19/05/1995]',0.107,0.011,-0.024,63.750,0.316
'[13:00:41.818 19/05/1995]',0.111,0.011,-0.024,63.750,0.316
'[13:00:41.820 19/05/1995]',0.115,0.011,-0.016,63.750,0.316
'[13:00:41.822 19/05/1995]',0.119,0.021,-0.016,63.750,0.316
'[13:00:41.824 19/05/1995]',0.122,0.031,-0.016,63.500,0.316
'[13:00:41.826 19/05/1995]',0.125,0.031,-0.016,63.500,0.316
'[13:00:41.828 19/05/1995]',0.128,0.031,-0.008,63.500,0.316
'[13:00:41.830 19/05/1995]',0.130,0.041,0.001,63.500,0.316
'[13:00:41.832 19/05/1995]',0.131,0.041,0.001,63.350,0.315
'[13:00:41.834 19/05/1995]',0.132,0.041,0.001,63.350,0.315
'[13:00:41.836 19/05/1995]',0.132,0.052,0.001,63.350,0.315
'[13:00:41.838 19/05/1995]',0.132,0.052,0.001,63.350,0.315
'[13:00:41.840 19/05/1995]',0.132,0.062,0.001,63.250,0.314
'[13:00:41.842 19/05/1995]',0.131,0.072,0.009,63.250,0.314
'[13:00:41.844 19/05/1995]',0.130,0.072,0.017,63.250,0.314
'[13:00:41.846 19/05/1995]',0.129,0.072,0.017,63.250,0.314
'[13:00:41.848 19/05/1995]',0.129,0.072,0.017,63.250,0.314
'[13:00:41.850 19/05/1995]',0.129,0.082,0.026,63.250,0.314
'[13:00:41.852 19/05/1995]',0.128,0.072,0.026,63.250,0.314
'[13:00:41.854 19/05/1995]',0.127,0.082,0.026,63.250,0.314
'[13:00:41.856 19/05/1995]',0.128,0.082,0.034,63.350,0.313
'[13:00:41.858 19/05/1995]',0.128,0.093,0.034,63.350,0.313
'[13:00:41.860 19/05/1995]',0.128,0.093,0.042,63.350,0.313
'[13:00:41.862 19/05/1995]',0.128,0.093,0.042,63.350,0.313
'[13:00:41.864 19/05/1995]',0.128,0.103,0.059,63.950,0.312
'[13:00:41.866 19/05/1995]',0.128,0.103,0.068,63.950,0.312
'[13:00:41.868 19/05/1995]',0.128,0.113,0.076,63.950,0.312
'[13:00:41.870 19/05/1995]',0.127,0.113,0.076,63.950,0.312
'[13:00:41.872 19/05/1995]',0.126,0.113,0.076,65.400,0.312
'[13:00:41.874 19/05/1995]',0.125,0.113,0.076,65.400,0.312
'[13:00:41.876 19/05/1995]',0.124,0.123,0.076,65.400,0.312
'[13:00:41.878 19/05/1995]',0.122,0.123,0.084,65.400,0.312
'[13:00:41.880 19/05/1995]',0.121,0.123,0.084,68.600,0.311
'[13:00:41.882 19/05/1995]',0.119,0.123,0.084,68.600,0.311
'[13:00:41.884 19/05/1995]',0.118,0.123,0.084,68.600,0.311
'[13:00:41.886 19/05/1995]',0.117,0.123,0.093,68.600,0.311
