'Time and date','aVR','II','V','ABP','PLETH','RESP'
'[09:10:24.422 26/12/1995]',-0.038,-0.007,-0.061,65.960,-0.168,-0.610
'[09:10:24.424 26/12/1995]',-0.038,-0.007,-0.068,70.918,-0.144,-0.586
'[09:10:24.426 26/12/1995]',-0.038,-0.007,-0.068,70.918,-0.144,-0.586
'[09:10:24.428 26/12/1995]',-0.037,-0.015,-0.074,70.918,-0.144,-0.586
'[09:10:24.430 26/12/1995]',-0.037,-0.015,-0.074,70.918,-0.144,-0.586
'[09:10:24.432 26/12/1995]',-0.035,-0.015,-0.068,75.776,-0.111,-0.561
'[09:10:24.434 26/12/1995]',-0.033,-0.015,-0.061,75.776,-0.111,-0.561
'[09:10:24.436 26/12/1995]',-0.029,-0.015,-0.068,75.776,-0.111,-0.561
'[09:10:24.438 26/12/1995]',-0.025,-0.022,-0.061,75.776,-0.111,-0.561
'[09:10:24.440 26/12/1995]',-0.021,-0.022,-0.061,80.384,-0.074,-0.537
'[09:10:24.442 26/12/1995]',-0.017,-0.022,-0.061,80.384,-0.074,-0.537
'[09:10:24.444 26/12/1995]',-0.013,-0.030,-0.068,80.384,-0.074,-0.537
'[09:10:24.446 26/12/1995]',-0.009,-0.030,-0.054,80.384,-0.074,-0.537
'[09:10:24.448 26/12/1995]',-0.006,-0.030,-0.054,84.591,-0.031,-0.512
'[09:10:24.450 26/12/1995]',-0.003,-0.030,-0.054,84.591,-0.031,-0.512
'[09:10:24.452 26/12/1995]',-0.002,-0.037,-0.054,84.591,-0.031,-0.512
'[09:10:24.454 26/12/1995]',-0.001,-0.037,-0.047,84.591,-0.031,-0.512
'[09:10:24.456 26/12/1995]',-0.001,-0.045,-0.047,88.197,0.019,-0.486
'[09:10:24.458 26/12/1995]',-0.002,-0.045,-0.047,88.197,0.019,-0.486
'[09:10:24.460 26/12/1995]',-0.003,-0.053,-0.054,88.197,0.019,-0.486
'[09:10:24.462 26/12/1995]',-0.004,-0.053,-0.061,88.197,0.019,-0.486
'[09:10:24.464 26/12/1995]',-0.004,-0.053,-0.061,91.252,0.076,-0.461
'[09:10:24.466 26/12/1995]',-0.004,-0.053,-0.061,91.252,0.076,-0.461
'[09:10:24.468 26/12/1995]',-0.003,-0.053,-0.061,91.252,0.076,-0.461
'[09:10:24.470 26/12/1995]',-0.002,-0.053,-0.061,91.252,0.076,-0.461
'[09:10:24.472 26/12/1995]',0.001,-0.053,-0.054,93.656,0.127,-0.434
'[09:10:24.474 26/12/1995]',0.003,-0.068,-0.061,93.656,0.127,-0.434
'[09:10:24.476 26/12/1995]',0.006,-0.068,-0.054,93.656,0.127,-0.434
'[09:10:24.478 26/12/1995]',0.009,-0.075,-0.054,93.656,0.127,-0.434
'[09:10:24.480 26/12/1995]',0.011,-0.083,-0.054,95.409,0.186,-0.408
'[09:10:24.482 26/12/1995]',0.014,-0.083,-0.047,95.409,0.186,-0.408
'[09:10:24.484 26/12/1995]',0.016,-0.091,-0.033,95.409,0.186,-0.408
'[09:10:24.486 26/12/1995]',0.018,-0.098,-0.027,95.409,0.186,-0.408
'[09:10:24.488 26/12/1995]',0.020,-0.098,-0.027,96.611,0.236,-0.384
'[09:10:24.490 26/12/1995]',0.022,-0.098,-0.033,96.611,0.236,-0.384
'[09:10:24.492 26/12/1995]',0.024,-0.098,-0.033,96.611,0.236,-0.384
'[09:10:24.494 26/12/1995]',0.026,-0.098,-0.033,96.611,0.236,-0.384
'[09:10:24.496 26/12/1995]',0.029,-0.098,-0.047,97.262,0.287,-0.360
'[09:10:24.498 26/12/1995]',0.031,-0.106,-0.033,97.262,0.287,-0.360
'[09:10:24.500 26/12/1995]',0.033,-0.106,-0.033,97.262,0.287,-0.360
'[09:10:24.502 26/12/1995]',0.036,-0.106,-0.033,97.262,0.287,-0.360
'[09:10:24.504 26/12/1995]',0.039,-0.106,-0.033,97.462,0.331,-0.338
'[09:10:24.506 26/12/1995]',0.042,-0.113,-0.027,97.462,0.331,-0.338
'[09:10:24.508 26/12/1995]',0.044,-0.113,-0.027,97.462,0.331,-0.338
'[09:10:24.510 26/12/1995]',0.046,-0.106,-0.027,97.462,0.331,-0.338
'[09:10:24.512 26/12/1995]',0.047,-0.106,-0.027,97.362,0.374,-0.318
'[09:10:24.514 26/12/1995]',0.048,-0.106,-0.027,97.362,0.374,-0.318
'[09:10:24.516 26/12/1995]',0.049,-0.106,-0.020,97.362,0.374,-0.318
'[09:10:24.518 26/12/1995]',0.050,-0.113,-0.020,97.362,0.374,-0.318
'[09:10:24.520 26/12/1995]',0.051,-0.113,-0.020,96.911,0.407,-0.299
'[09:10:24.522 26/12/1995]',0.051,-0.113,-0.020,96.911,0.407,-0.299
'[09:10:24.524 26/12/1995]',0.052,-0.113,-0.020,96.911,0.407,-0.299
'[09:10:24.526 26/12/1995]',0.053,-0.121,-0.020,96.911,0.407,-0.299
'[09:10:24.528 26/12/1995]',0.055,-0.136,-0.020,96.260,0.441,-0.282
'[09:10:24.530 26/12/1995]',0.056,-0.136,-0.020,96.260,0.441,-0.282
'[09:10:24.532 26/12/1995]',0.056,-0.136,-0.020,96.260,0.441,-0.282
'[09:10:24.534 26/12/1995]',0.057,-0.136,-0.020,96.260,0.441,-0.282
'[09:10:24.536 26/12/1995]',0.057,-0.121,-0.020,95.359,0.468,-0.267
'[09:10:24.538 26/12/1995]',0.057,-0.121,-0.020,95.359,0.468,-0.267
'[09:10:24.540 26/12/1995]',0.058,-0.121,-0.013,95.359,0.468,-0.267
'[09:10:24.542 26/12/1995]',0.058,-0.113,-0.013,95.359,0.468,-0.267
'[09:10:24.544 26/12/1995]',0.059,-0.121,-0.020,94.157,0.484,-0.254
'[09:10:24.546 26/12/1995]',0.059,-0.121,-0.020,94.157,0.484,-0.254
'[09:10:24.548 26/12/1995]',0.060,-0.121,-0.020,94.157,0.484,-0.254
'[09:10:24.550 26/12/1995]',0.061,-0.121,-0.020,94.157,0.484,-0.254
'[09:10:24.552 26/12/1995]',0.061,-0.121,-0.013,92.604,0.504,-0.241
'[09:10:24.554 26/12/1995]',0.061,-0.121,-0.013,92.604,0.504,-0.241
'[09:10:24.556 26/12/1995]',0.060,-0.121,-0.006,92.604,0.504,-0.241
'[09:10:24.558 26/12/1995]',0.059,-0.136,-0.013,92.604,0.504,-0.241
'[09:10:24.560 26/12/1995]',0.059,-0.121,-0.013,90.701,0.521,-0.232
'[09:10:24.562 26/12/1995]',0.058,-0.121,-0.013,90.701,0.521,-0.232
'[09:10:24.564 26/12/1995]',0.056,-0.136,-0.013,90.701,0.521,-0.232
'[09:10:24.566 26/12/1995]',0.055,-0.136,-0.013,90.701,0.521,-0.232
'[09:10:24.568 26/12/1995]',0.053,-0.121,-0.013,88.447,0.531,-0.223
'[09:10:24.570 26/12/1995]',0.052,-0.136,-0.006,88.447,0.531,-0.223
'[09:10:24.572 26/12/1995]',0.051,-0.136,-0.006,88.447,0.531,-0.223
'[09:10:24.574 26/12/1995]',0.049,-0.121,-0.013,88.447,0.531,-0.223
'[09:10:24.576 26/12/1995]',0.048,-0.121,-0.013,86.093,0.544,-0.214
'[09:10:24.578 26/12/1995]',0.048,-0.121,-0.013,86.093,0.544,-0.214
'[09:10:24.580 26/12/1995]',0.048,-0.113,-0.020,86.093,0.544,-0.214
'[09:10:24.582 26/12/1995]',0.048,-0.121,-0.020,86.093,0.544,-0.214
'[09:10:24.584 26/12/1995]',0.049,-0.113,-0.013,83.639,0.551,-0.207
'[09:10:24.586 26/12/1995]',0.050,-0.113,-0.020,83.639,0.551,-0.207
'[09:10:24.588 26/12/1995]',0.051,-0.113,-0.013,83.639,0.551,-0.207
'[09:10:24.590 26/12/1995]',0.052,-0.106,-0.013,83.639,0.551,-0.207
'[09:10:24.592 26/12/1995]',0.053,-0.113,-0.013,81.035,0.557,-0.200
'[09:10:24.594 26/12/1995]',0.053,-0.113,-0.013,81.035,0.557,-0.200
'[09:10:24.596 26/12/1995]',0.054,-0.113,-0.013,81.035,0.557,-0.200
'[09:10:24.598 26/12/1995]',0.055,-0.136,-0.020,81.035,0.557,-0.200
'[09:10:24.600 26/12/1995]',0.055,-0.136,-0.013,78.481,0.561,-0.194
'[09:10:24.602 26/12/1995]',0.055,-0.143,-0.013,78.481,0.561,-0.194
'[09:10:24.604 26/12/1995]',0.053,-0.151,-0.006,78.481,0.561,-0.194
'[09:10:24.606 26/12/1995]',0.051,-0.136,-0.006,78.481,0.561,-0.194
'[09:10:24.608 26/12/1995]',0.050,-0.113,-0.013,76.027,0.561,-0.189
'[09:10:24.610 26/12/1995]',0.049,-0.106,-0.013,76.027,0.561,-0.189
'[09:10:24.612 26/12/1995]',0.048,-0.098,-0.020,76.027,0.561,-0.189
'[09:10:24.614 26/12/1995]',0.048,-0.098,-0.020,76.027,0.561,-0.189
'[09:10:24.616 26/12/1995]',0.048,-0.098,-0.020,73.673,0.561,-0.187
'[09:10:24.618 26/12/1995]',0.048,-0.106,-0.027,73.673,0.561,-0.187
'[09:10:24.620 26/12/1995]',0.048,-0.106,-0.020,73.673,0.561,-0.187
'[09:10:24.622 26/12/1995]',0.049,-0.113,-0.020,73.673,0.561,-0.187
'[09:10:24.624 26/12/1995]',0.050,-0.113,-0.013,71.569,0.561,-0.188
'[09:10:24.626 26/12/1995]',0.050,-0.106,-0.013,71.569,0.561,-0.188
'[09:10:24.628 26/12/1995]',0.051,-0.106,-0.020,71.569,0.561,-0.188
'[09:10:24.630 26/12/1995]',0.051,-0.113,-0.020,71.569,0.561,-0.188
'[09:10:24.632 26/12/1995]',0.051,-0.106,-0.020,69.716,0.554,-0.192
'[09:10:24.634 26/12/1995]',0.052,-0.113,-0.020,69.716,0.554,-0.192
'[09:10:24.636 26/12/1995]',0.052,-0.113,-0.013,69.716,0.554,-0.192
'[09:10:24.638 26/12/1995]',0.053,-0.113,-0.013,69.716,0.554,-0.192
'[09:10:24.640 26/12/1995]',0.053,-0.113,-0.020,68.063,0.551,-0.199
'[09:10:24.642 26/12/1995]',0.053,-0.113,-0.020,68.063,0.551,-0.199
'[09:10:24.644 26/12/1995]',0.053,-0.113,-0.020,68.063,0.551,-0.199
'[09:10:24.646 26/12/1995]',0.053,-0.121,-0.020,68.063,0.551,-0.199
'[09:10:24.648 26/12/1995]',0.053,-0.121,-0.020,66.711,0.544,-0.210
'[09:10:24.650 26/12/1995]',0.053,-0.121,-0.027,66.711,0.544,-0.210
'[09:10:24.652 26/12/1995]',0.053,-0.113,-0.020,66.711,0.544,-0.210
'[09:10:24.654 26/12/1995]',0.053,-0.106,-0.020,66.711,0.544,-0.210
'[09:10:24.656 26/12/1995]',0.054,-0.106,-0.020,65.559,0.534,-0.225
'[09:10:24.658 26/12/1995]',0.054,-0.106,-0.013,65.559,0.534,-0.225
'[09:10:24.660 26/12/1995]',0.054,-0.113,-0.020,65.559,0.534,-0.225
'[09:10:24.662 26/12/1995]',0.053,-0.121,-0.020,65.559,0.534,-0.225
'[09:10:24.664 26/12/1995]',0.053,-0.113,-0.020,64.507,0.524,-0.243
'[09:10:24.666 26/12/1995]',0.052,-0.121,-0.020,64.507,0.524,-0.243
'[09:10:24.668 26/12/1995]',0.051,-0.106,-0.013,64.507,0.524,-0.243
'[09:10:24.670 26/12/1995]',0.050,-0.106,-0.013,64.507,0.524,-0.243
'[09:10:24.672 26/12/1995]',0.050,-0.098,-0.013,63.606,0.507,-0.264
'[09:10:24.674 26/12/1995]',0.050,-0.091,-0.013,63.606,0.507,-0.264
'[09:10:24.676 26/12/1995]',0.051,-0.098,-0.013,63.606,0.507,-0.264
'[09:10:24.678 26/12/1995]',0.051,-0.098,-0.020,63.606,0.507,-0.264
'[09:10:24.680 26/12/1995]',0.053,-0.098,-0.020,62.855,0.494,-0.285
'[09:10:24.682 26/12/1995]',0.054,-0.106,-0.020,62.855,0.494,-0.285
'[09:10:24.684 26/12/1995]',0.056,-0.106,-0.013,62.855,0.494,-0.285
'[09:10:24.686 26/12/1995]',0.058,-0.106,-0.013,62.855,0.494,-0.285
'[09:10:24.688 26/12/1995]',0.060,-0.106,-0.013,62.254,0.481,-0.306
'[09:10:24.690 26/12/1995]',0.063,-0.106,-0.013,62.254,0.481,-0.306
'[09:10:24.692 26/12/1995]',0.065,-0.106,-0.013,62.254,0.481,-0.306
'[09:10:24.694 26/12/1995]',0.068,-0.106,-0.013,62.254,0.481,-0.306
'[09:10:24.696 26/12/1995]',0.069,-0.106,-0.013,61.753,0.464,-0.329
'[09:10:24.698 26/12/1995]',0.071,-0.106,-0.013,61.753,0.464,-0.329
'[09:10:24.700 26/12/1995]',0.071,-0.106,-0.013,61.753,0.464,-0.329
'[09:10:24.702 26/12/1995]',0.071,-0.113,-0.006,61.753,0.464,-0.329
'[09:10:24.704 26/12/1995]',0.069,-0.121,-0.006,61.252,0.444,-0.349
'[09:10:24.706 26/12/1995]',0.068,-0.121,-0.006,61.252,0.444,-0.349
'[09:10:24.708 26/12/1995]',0.066,-0.113,-0.006,61.252,0.444,-0.349
'[09:10:24.710 26/12/1995]',0.064,-0.113,-0.006,61.252,0.444,-0.349
'[09:10:24.712 26/12/1995]',0.062,-0.113,-0.006,60.901,0.430,-0.368
'[09:10:24.714 26/12/1995]',0.060,-0.106,-0.013,60.901,0.430,-0.368
'[09:10:24.716 26/12/1995]',0.058,-0.106,-0.013,60.901,0.430,-0.368
'[09:10:24.718 26/12/1995]',0.056,-0.106,-0.013,60.901,0.430,-0.368
'[09:10:24.720 26/12/1995]',0.055,-0.098,-0.006,60.701,0.424,-0.386
'[09:10:24.722 26/12/1995]',0.053,-0.098,-0.006,60.701,0.424,-0.386
'[09:10:24.724 26/12/1995]',0.052,-0.091,-0.013,60.701,0.424,-0.386
'[09:10:24.726 26/12/1995]',0.051,-0.091,-0.013,60.701,0.424,-0.386
'[09:10:24.728 26/12/1995]',0.050,-0.083,-0.013,60.551,0.414,-0.402
'[09:10:24.730 26/12/1995]',0.049,-0.091,-0.013,60.551,0.414,-0.402
'[09:10:24.732 26/12/1995]',0.049,-0.091,-0.013,60.551,0.414,-0.402
'[09:10:24.734 26/12/1995]',0.050,-0.091,-0.020,60.551,0.414,-0.402
'[09:10:24.736 26/12/1995]',0.051,-0.106,-0.013,60.401,0.407,-0.416
'[09:10:24.738 26/12/1995]',0.052,-0.106,-0.013,60.401,0.407,-0.416
'[09:10:24.740 26/12/1995]',0.056,-0.113,-0.020,60.401,0.407,-0.416
'[09:10:24.742 26/12/1995]',0.059,-0.106,-0.027,60.401,0.407,-0.416
'[09:10:24.744 26/12/1995]',0.065,-0.098,-0.027,60.100,0.404,-0.428
'[09:10:24.746 26/12/1995]',0.071,-0.098,-0.033,60.100,0.404,-0.428
'[09:10:24.748 26/12/1995]',0.080,-0.091,-0.033,60.100,0.404,-0.428
'[09:10:24.750 26/12/1995]',0.089,-0.106,-0.033,60.100,0.404,-0.428
'[09:10:24.752 26/12/1995]',0.101,-0.121,-0.027,59.749,0.404,-0.440
'[09:10:24.754 26/12/1995]',0.113,-0.143,-0.020,59.749,0.404,-0.440
'[09:10:24.756 26/12/1995]',0.126,-0.159,-0.020,59.749,0.404,-0.440
'[09:10:24.758 26/12/1995]',0.139,-0.174,-0.020,59.749,0.404,-0.440
'[09:10:24.760 26/12/1995]',0.152,-0.189,-0.020,59.349,0.398,-0.449
'[09:10:24.762 26/12/1995]',0.165,-0.219,-0.013,59.349,0.398,-0.449
'[09:10:24.764 26/12/1995]',0.179,-0.234,0.001,59.349,0.398,-0.449
'[09:10:24.766 26/12/1995]',0.192,-0.249,0.007,59.349,0.398,-0.449
'[09:10:24.768 26/12/1995]',0.205,-0.272,0.021,58.848,0.394,-0.457
'[09:10:24.770 26/12/1995]',0.219,-0.295,0.028,58.848,0.394,-0.457
'[09:10:24.772 26/12/1995]',0.232,-0.318,0.048,58.848,0.394,-0.457
'[09:10:24.774 26/12/1995]',0.245,-0.325,0.055,58.848,0.394,-0.457
'[09:10:24.776 26/12/1995]',0.257,-0.355,0.068,58.447,0.384,-0.464
'[09:10:24.778 26/12/1995]',0.268,-0.378,0.089,58.447,0.384,-0.464
'[09:10:24.780 26/12/1995]',0.277,-0.409,0.096,58.447,0.384,-0.464
'[09:10:24.782 26/12/1995]',0.285,-0.431,0.109,58.447,0.384,-0.464
'[09:10:24.784 26/12/1995]',0.290,-0.454,0.129,58.097,0.374,-0.469
'[09:10:24.786 26/12/1995]',0.294,-0.484,0.143,58.097,0.374,-0.469
'[09:10:24.788 26/12/1995]',0.294,-0.499,0.150,58.097,0.374,-0.469
'[09:10:24.790 26/12/1995]',0.293,-0.507,0.157,58.097,0.374,-0.469
'[09:10:24.792 26/12/1995]',0.287,-0.507,0.164,57.696,0.360,-0.472
'[09:10:24.794 26/12/1995]',0.280,-0.499,0.164,57.696,0.360,-0.472
'[09:10:24.796 26/12/1995]',0.271,-0.492,0.157,57.696,0.360,-0.472
'[09:10:24.798 26/12/1995]',0.261,-0.454,0.150,57.696,0.360,-0.472
'[09:10:24.800 26/12/1995]',0.251,-0.439,0.136,57.245,0.347,-0.475
'[09:10:24.802 26/12/1995]',0.241,-0.424,0.136,57.245,0.347,-0.475
'[09:10:24.804 26/12/1995]',0.231,-0.409,0.129,57.245,0.347,-0.475
'[09:10:24.806 26/12/1995]',0.222,-0.393,0.129,57.245,0.347,-0.475
'[09:10:24.808 26/12/1995]',0.213,-0.386,0.116,56.744,0.331,-0.479
'[09:10:24.810 26/12/1995]',0.204,-0.371,0.109,56.744,0.331,-0.479
'[09:10:24.812 26/12/1995]',0.195,-0.363,0.096,56.744,0.331,-0.479
'[09:10:24.814 26/12/1995]',0.187,-0.363,0.089,56.744,0.331,-0.479
'[09:10:24.816 26/12/1995]',0.178,-0.348,0.075,56.294,0.310,-0.482
'[09:10:24.818 26/12/1995]',0.169,-0.325,0.075,56.294,0.310,-0.482
'[09:10:24.820 26/12/1995]',0.158,-0.318,0.062,56.294,0.310,-0.482
'[09:10:24.822 26/12/1995]',0.147,-0.303,0.062,56.294,0.310,-0.482
'[09:10:24.824 26/12/1995]',0.137,-0.287,0.062,55.743,0.293,-0.486
'[09:10:24.826 26/12/1995]',0.126,-0.257,0.048,55.743,0.293,-0.486
'[09:10:24.828 26/12/1995]',0.116,-0.227,0.034,55.743,0.293,-0.486
'[09:10:24.830 26/12/1995]',0.106,-0.212,0.021,55.743,0.293,-0.486
'[09:10:24.832 26/12/1995]',0.097,-0.181,0.014,55.192,0.270,-0.489
'[09:10:24.834 26/12/1995]',0.089,-0.166,0.007,55.192,0.270,-0.489
'[09:10:24.836 26/12/1995]',0.081,-0.151,0.007,55.192,0.270,-0.489
'[09:10:24.838 26/12/1995]',0.074,-0.136,0.001,55.192,0.270,-0.489
'[09:10:24.840 26/12/1995]',0.069,-0.113,0.001,54.641,0.250,-0.491
'[09:10:24.842 26/12/1995]',0.063,-0.098,-0.006,54.641,0.250,-0.491
'[09:10:24.844 26/12/1995]',0.059,-0.098,-0.013,54.641,0.250,-0.491
'[09:10:24.846 26/12/1995]',0.055,-0.083,-0.013,54.641,0.250,-0.491
'[09:10:24.848 26/12/1995]',0.052,-0.083,-0.013,54.040,0.230,-0.491
'[09:10:24.850 26/12/1995]',0.050,-0.083,-0.013,54.040,0.230,-0.491
'[09:10:24.852 26/12/1995]',0.047,-0.083,-0.020,54.040,0.230,-0.491
'[09:10:24.854 26/12/1995]',0.044,-0.075,-0.020,54.040,0.230,-0.491
'[09:10:24.856 26/12/1995]',0.042,-0.068,-0.020,53.489,0.203,-0.490
'[09:10:24.858 26/12/1995]',0.041,-0.068,-0.020,53.489,0.203,-0.490
'[09:10:24.860 26/12/1995]',0.039,-0.053,-0.020,53.489,0.203,-0.490
'[09:10:24.862 26/12/1995]',0.037,-0.068,-0.020,53.489,0.203,-0.490
'[09:10:24.864 26/12/1995]',0.037,-0.053,-0.020,52.938,0.183,-0.486
'[09:10:24.866 26/12/1995]',0.037,-0.053,-0.027,52.938,0.183,-0.486
'[09:10:24.868 26/12/1995]',0.037,-0.068,-0.027,52.938,0.183,-0.486
'[09:10:24.870 26/12/1995]',0.037,-0.053,-0.027,52.938,0.183,-0.486
'[09:10:24.872 26/12/1995]',0.038,-0.053,-0.027,52.387,0.163,-0.479
'[09:10:24.874 26/12/1995]',0.038,-0.045,-0.020,52.387,0.163,-0.479
'[09:10:24.876 26/12/1995]',0.038,-0.053,-0.027,52.387,0.163,-0.479
'[09:10:24.878 26/12/1995]',0.037,-0.045,-0.020,52.387,0.163,-0.479
'[09:10:24.880 26/12/1995]',0.037,-0.053,-0.020,51.936,0.143,-0.470
'[09:10:24.882 26/12/1995]',0.037,-0.068,-0.020,51.936,0.143,-0.470
'[09:10:24.884 26/12/1995]',0.038,-0.068,-0.020,51.936,0.143,-0.470
'[09:10:24.886 26/12/1995]',0.038,-0.053,-0.020,51.936,0.143,-0.470
'[09:10:24.888 26/12/1995]',0.038,-0.068,-0.013,51.586,0.119,-0.458
'[09:10:24.890 26/12/1995]',0.039,-0.068,-0.013,51.586,0.119,-0.458
'[09:10:24.892 26/12/1995]',0.039,-0.053,-0.006,51.586,0.119,-0.458
'[09:10:24.894 26/12/1995]',0.038,-0.045,-0.013,51.586,0.119,-0.458
'[09:10:24.896 26/12/1995]',0.037,-0.045,-0.013,51.235,0.100,-0.444
'[09:10:24.898 26/12/1995]',0.035,-0.053,-0.013,51.235,0.100,-0.444
'[09:10:24.900 26/12/1995]',0.032,-0.068,-0.006,51.235,0.100,-0.444
'[09:10:24.902 26/12/1995]',0.030,-0.053,-0.013,51.235,0.100,-0.444
'[09:10:24.904 26/12/1995]',0.026,-0.045,-0.013,50.885,0.083,-0.429
'[09:10:24.906 26/12/1995]',0.023,-0.037,-0.006,50.885,0.083,-0.429
'[09:10:24.908 26/12/1995]',0.020,-0.030,-0.013,50.885,0.083,-0.429
'[09:10:24.910 26/12/1995]',0.017,-0.022,-0.013,50.885,0.083,-0.429
'[09:10:24.912 26/12/1995]',0.016,-0.007,-0.013,50.584,0.059,-0.413
'[09:10:24.914 26/12/1995]',0.015,-0.022,-0.020,50.584,0.059,-0.413
'[09:10:24.916 26/12/1995]',0.016,-0.015,-0.013,50.584,0.059,-0.413
'[09:10:24.918 26/12/1995]',0.016,-0.022,-0.020,50.584,0.059,-0.413
'[09:10:24.920 26/12/1995]',0.017,-0.022,-0.020,50.434,0.043,-0.398
'[09:10:24.922 26/12/1995]',0.017,-0.022,-0.020,50.434,0.043,-0.398
'[09:10:24.924 26/12/1995]',0.018,-0.015,-0.020,50.434,0.043,-0.398
'[09:10:24.926 26/12/1995]',0.018,-0.007,-0.020,50.434,0.043,-0.398
'[09:10:24.928 26/12/1995]',0.019,-0.015,-0.020,50.584,0.026,-0.382
'[09:10:24.930 26/12/1995]',0.019,-0.015,-0.013,50.584,0.026,-0.382
'[09:10:24.932 26/12/1995]',0.018,-0.022,-0.013,50.584,0.026,-0.382
'[09:10:24.934 26/12/1995]',0.017,-0.015,-0.020,50.584,0.026,-0.382
'[09:10:24.936 26/12/1995]',0.015,-0.015,-0.027,51.285,0.013,-0.365
'[09:10:24.938 26/12/1995]',0.014,-0.015,-0.020,51.285,0.013,-0.365
'[09:10:24.940 26/12/1995]',0.012,-0.022,-0.020,51.285,0.013,-0.365
'[09:10:24.942 26/12/1995]',0.011,-0.015,-0.020,51.285,0.013,-0.365
'[09:10:24.944 26/12/1995]',0.011,-0.015,-0.027,52.888,-0.001,-0.350
'[09:10:24.946 26/12/1995]',0.010,-0.007,-0.027,52.888,-0.001,-0.350
'[09:10:24.948 26/12/1995]',0.009,-0.007,-0.027,52.888,-0.001,-0.350
'[09:10:24.950 26/12/1995]',0.009,-0.007,-0.027,52.888,-0.001,-0.350
'[09:10:24.952 26/12/1995]',0.009,-0.015,-0.020,55.292,-0.014,-0.335
'[09:10:24.954 26/12/1995]',0.010,-0.015,-0.020,55.292,-0.014,-0.335
'[09:10:24.956 26/12/1995]',0.010,-0.015,-0.020,55.292,-0.014,-0.335
'[09:10:24.958 26/12/1995]',0.010,0.001,-0.020,55.292,-0.014,-0.335
'[09:10:24.960 26/12/1995]',0.010,0.001,-0.020,58.497,-0.021,-0.319
'[09:10:24.962 26/12/1995]',0.010,0.001,-0.027,58.497,-0.021,-0.319
'[09:10:24.964 26/12/1995]',0.010,0.001,-0.027,58.497,-0.021,-0.319
'[09:10:24.966 26/12/1995]',0.010,-0.007,-0.027,58.497,-0.021,-0.319
'[09:10:24.968 26/12/1995]',0.011,-0.007,-0.027,62.254,-0.028,-0.303
'[09:10:24.970 26/12/1995]',0.011,-0.007,-0.020,62.254,-0.028,-0.303
'[09:10:24.972 26/12/1995]',0.012,0.001,-0.027,62.254,-0.028,-0.303
'[09:10:24.974 26/12/1995]',0.012,0.001,-0.033,62.254,-0.028,-0.303
'[09:10:24.976 26/12/1995]',0.013,0.001,-0.027,66.260,-0.021,-0.288
'[09:10:24.978 26/12/1995]',0.014,0.001,-0.027,66.260,-0.021,-0.288
'[09:10:24.980 26/12/1995]',0.015,-0.007,-0.033,66.260,-0.021,-0.288
'[09:10:24.982 26/12/1995]',0.016,-0.015,-0.033,66.260,-0.021,-0.288
'[09:10:24.984 26/12/1995]',0.018,-0.015,-0.027,70.317,-0.014,-0.274
'[09:10:24.986 26/12/1995]',0.019,-0.015,-0.027,70.317,-0.014,-0.274
'[09:10:24.988 26/12/1995]',0.021,-0.022,-0.027,70.317,-0.014,-0.274
'[09:10:24.990 26/12/1995]',0.023,-0.015,-0.027,70.317,-0.014,-0.274
'[09:10:24.992 26/12/1995]',0.025,-0.022,-0.027,74.324,0.003,-0.259
'[09:10:24.994 26/12/1995]',0.028,-0.022,-0.020,74.324,0.003,-0.259
'[09:10:24.996 26/12/1995]',0.029,-0.022,-0.027,74.324,0.003,-0.259
'[09:10:24.998 26/12/1995]',0.031,-0.030,-0.020,74.324,0.003,-0.259
'[09:10:25.000 26/12/1995]',0.033,-0.037,-0.020,78.080,0.023,-0.243
'[09:10:25.002 26/12/1995]',0.035,-0.045,-0.020,78.080,0.023,-0.243
'[09:10:25.004 26/12/1995]',0.038,-0.045,-0.020,78.080,0.023,-0.243
'[09:10:25.006 26/12/1995]',0.040,-0.045,-0.020,78.080,0.023,-0.243
'[09:10:25.008 26/12/1995]',0.042,-0.045,-0.013,81.486,0.046,-0.229
'[09:10:25.010 26/12/1995]',0.044,-0.053,-0.013,81.486,0.046,-0.229
'[09:10:25.012 26/12/1995]',0.046,-0.075,-0.013,81.486,0.046,-0.229
'[09:10:25.014 26/12/1995]',0.048,-0.075,-0.013,81.486,0.046,-0.229
'[09:10:25.016 26/12/1995]',0.049,-0.068,-0.013,84.391,0.076,-0.213
'[09:10:25.018 26/12/1995]',0.050,-0.068,-0.013,84.391,0.076,-0.213
'[09:10:25.020 26/12/1995]',0.052,-0.075,-0.013,84.391,0.076,-0.213
'[09:10:25.022 26/12/1995]',0.054,-0.068,-0.013,84.391,0.076,-0.213
'[09:10:25.024 26/12/1995]',0.056,-0.075,-0.013,86.694,0.113,-0.200
'[09:10:25.026 26/12/1995]',0.057,-0.075,-0.006,86.694,0.113,-0.200
'[09:10:25.028 26/12/1995]',0.059,-0.091,-0.006,86.694,0.113,-0.200
'[09:10:25.030 26/12/1995]',0.061,-0.098,-0.006,86.694,0.113,-0.200
'[09:10:25.032 26/12/1995]',0.063,-0.091,-0.006,88.497,0.150,-0.188
'[09:10:25.034 26/12/1995]',0.065,-0.098,-0.006,88.497,0.150,-0.188
'[09:10:25.036 26/12/1995]',0.066,-0.091,-0.013,88.497,0.150,-0.188
'[09:10:25.038 26/12/1995]',0.068,-0.098,-0.013,88.497,0.150,-0.188
'[09:10:25.040 26/12/1995]',0.070,-0.098,-0.006,89.749,0.186,-0.177
